"stock","model","file","index","year","age","obs","prd","sdprd"
"GOM Atlantic cod","SAM","tab2.csv",3,2014,6,1.90235301253139,0.530712345568005,0.763840174304992
"GOM Atlantic cod","SAM","tab2.csv",1,2015,1,3.89995038882546,3.05294099762401,0.955375106331501
"GOM Atlantic cod","SAM","tab2.csv",1,2015,2,7.18500837978572,4.62259034912067,0.901434165148761
"GOM Atlantic cod","SAM","tab2.csv",1,2015,3,7.48818148757512,4.01286694859734,0.870389139533529
"GOM Atlantic cod","SAM","tab2.csv",1,2015,4,7.93465678862511,4.57211197052571,0.864728876230883
"GOM Atlantic cod","SAM","tab2.csv",1,2015,5,6.03715470718798,2.95957578894932,0.869968841150686
"GOM Atlantic cod","SAM","tab2.csv",1,2015,6,4.80811079279292,1.6550593410751,0.866652051018449
"GOM Atlantic cod","SAM","tab2.csv",1,2015,7,3.73528580859874,1.1246683320875,0.861034727810128
"GOM Atlantic cod","SAM","tab2.csv",2,2015,1,1.85629771224059,4.130984578722,0.790309874274233
"GOM Atlantic cod","SAM","tab2.csv",2,2015,2,5.2796440006711,4.98778742775439,0.728143637825801
"GOM Atlantic cod","SAM","tab2.csv",2,2015,3,4.55492901056081,3.957782154464,0.697661028241574
"GOM Atlantic cod","SAM","tab2.csv",2,2015,4,5.3181200830599,4.21005384159094,0.701052837314349
"GOM Atlantic cod","SAM","tab2.csv",2,2015,5,4.48074005438228,2.21424884801283,0.719662675421954
"GOM Atlantic cod","SAM","tab2.csv",3,2015,1,4.25703019152469,5.02290090053152,0.894951138234117
"GOM Atlantic cod","SAM","tab2.csv",3,2015,2,4.06560208066348,4.77977552518411,0.837990579640537
"GOM Atlantic cod","SAM","tab2.csv",3,2015,3,4.03246897836215,3.19920073763268,0.805736188035731
"GOM Atlantic cod","SAM","tab2.csv",3,2015,4,4.02356452434709,3.09578785315498,0.801410081685969
"GOM Atlantic cod","SAM","tab2.csv",3,2015,5,1.52605619914722,1.13900462376722,0.804313913590236
"GOM Atlantic cod","SAM","tab2.csv",1,2016,1,4.563272500161,2.46754521171765,1.03856701492418
"GOM Atlantic cod","SAM","tab2.csv",1,2016,2,5.33606115599971,4.30388410534689,0.971085130066535
"GOM Atlantic cod","SAM","tab2.csv",1,2016,3,7.58940332950102,5.11118154934144,0.933530674495449
"GOM Atlantic cod","SAM","tab2.csv",1,2016,4,5.76233225961989,4.00481778874217,0.924855864258334
"GOM Atlantic cod","SAM","tab2.csv",1,2016,5,5.8653008165965,4.02104068250366,0.943385955136277
"GOM Atlantic cod","SAM","tab2.csv",1,2016,6,2.07940792951495,2.38496830593906,0.951565518540599
"GOM Atlantic cod","SAM","tab2.csv",1,2016,7,2.24067614047916,0.7926924918619,0.951808397827561
"GOM Atlantic cod","SAM","tab2.csv",2,2016,2,4.5507550425388,4.66895837605965,0.81682160702459
"GOM Atlantic cod","SAM","tab2.csv",2,2016,3,7.38260091474,5.05361992042822,0.791828864749917
"GOM Atlantic cod","SAM","tab2.csv",2,2016,4,5.7611488887052,3.63138777340271,0.820018630880215
"GOM Atlantic cod","SAM","tab2.csv",2,2016,5,5.88141143773982,3.25191322947042,0.879442284240865
"GOM Atlantic cod","SAM","tab2.csv",3,2016,2,2.59525461591209,4.46104576499993,0.913179713510143
"GOM Atlantic cod","SAM","tab2.csv",3,2016,3,3.92986299487278,4.29704105086574,0.876314689053369
"GOM Atlantic cod","SAM","tab2.csv",3,2016,4,1.87180214397851,2.52631607610246,0.873132475563427
"GOM Atlantic cod","SAM","tab2.csv",3,2016,5,2.11625582203142,2.19591197245197,0.894600032730022
"GOM Atlantic cod","SAM_constantFSelectivity","tab2.csv",1,2014,1,2.26176310659879,3.28477233988658,0.893315855050619
"GOM Atlantic cod","SAM_constantFSelectivity","tab2.csv",1,2014,2,3.54095934899384,3.74285989450517,0.852409126945083
"GOM Atlantic cod","SAM_constantFSelectivity","tab2.csv",1,2014,3,4.96703182109879,5.03466624244987,0.84003341149738
"GOM Atlantic cod","SAM_constantFSelectivity","tab2.csv",1,2014,4,6.00141486692155,4.50619391271127,0.836139698508248
"GOM Atlantic cod","SAM_constantFSelectivity","tab2.csv",1,2014,5,5.32739055541305,3.29110223303929,0.836854450846349
"GOM Atlantic cod","SAM_constantFSelectivity","tab2.csv",1,2014,6,4.01277298315758,2.93324726084439,0.831646792507553
"GOM Atlantic cod","SAM_constantFSelectivity","tab2.csv",1,2014,7,4.00369018795032,1.56871694410413,0.833876169002865
"GOM Atlantic cod","SAM_constantFSelectivity","tab2.csv",2,2014,1,6.42271055160595,4.35748659188369,0.714124433283619
"GOM Atlantic cod","SAM_constantFSelectivity","tab2.csv",2,2014,2,6.30750247459405,4.06233044295238,0.666241747757432
"GOM Atlantic cod","SAM_constantFSelectivity","tab2.csv",2,2014,3,6.27150598622151,4.7692543973178,0.658768580538253
"GOM Atlantic cod","SAM_constantFSelectivity","tab2.csv",2,2014,4,5.6429213092968,3.59096723117105,0.661691844101361
"GOM Atlantic cod","SAM_constantFSelectivity","tab2.csv",2,2014,5,3.24254287955868,1.80626788499986,0.664457598280784
"GOM Atlantic cod","SAM_constantFSelectivity","tab2.csv",3,2014,1,5.31197263523911,5.25371177297346,0.828357484546798
"GOM Atlantic cod","SAM_constantFSelectivity","tab2.csv",3,2014,2,3.89206594548786,3.89128974341827,0.78494900377458
"GOM Atlantic cod","SAM_constantFSelectivity","tab2.csv",3,2014,3,4.72141957572165,4.18072023985646,0.772393185170873
"GOM Atlantic cod","SAM_constantFSelectivity","tab2.csv",3,2014,4,3.24673655843985,2.92393652402756,0.768658541390687
"GOM Atlantic cod","SAM_constantFSelectivity","tab2.csv",3,2014,5,2.37979155836303,1.32892434165198,0.764656664676098
"GOM Atlantic cod","SAM_constantFSelectivity","tab2.csv",3,2014,6,1.90235301253139,0.530706445579059,0.763847302608659
"GOM Atlantic cod","SAM_constantFSelectivity","tab2.csv",1,2015,1,3.89995038882546,3.05293451873482,0.955377852914669
"GOM Atlantic cod","SAM_constantFSelectivity","tab2.csv",1,2015,2,7.18500837978572,4.62258701986011,0.901437582518505
"GOM Atlantic cod","SAM_constantFSelectivity","tab2.csv",1,2015,3,7.48818148757512,4.01287058303725,0.870392868793631
"GOM Atlantic cod","SAM_constantFSelectivity","tab2.csv",1,2015,4,7.93465678862511,4.57211633030199,0.864732744564134
"GOM Atlantic cod","SAM_constantFSelectivity","tab2.csv",1,2015,5,6.03715470718798,2.95956812907555,0.869972646124033
"GOM Atlantic cod","SAM_constantFSelectivity","tab2.csv",1,2015,6,4.80811079279292,1.65505742896435,0.866655721481971
"GOM Atlantic cod","SAM_constantFSelectivity","tab2.csv",1,2015,7,3.73528580859874,1.12466309539245,0.861038502167811
"GOM Atlantic cod","SAM_constantFSelectivity","tab2.csv",2,2015,1,1.85629771224059,4.13097978798788,0.79030967891977
"GOM Atlantic cod","SAM_constantFSelectivity","tab2.csv",2,2015,2,5.2796440006711,4.98779020767844,0.728144033569296
"GOM Atlantic cod","SAM_constantFSelectivity","tab2.csv",2,2015,3,4.55492901056081,3.95778576763687,0.697661618519171
"GOM Atlantic cod","SAM_constantFSelectivity","tab2.csv",2,2015,4,5.3181200830599,4.21004966207667,0.701053397380825
"GOM Atlantic cod","SAM_constantFSelectivity","tab2.csv",2,2015,5,4.48074005438228,2.21424220631093,0.719662967325344
"GOM Atlantic cod","SAM_constantFSelectivity","tab2.csv",3,2015,1,4.25703019152469,5.02289478491326,0.894956036218463
"GOM Atlantic cod","SAM_constantFSelectivity","tab2.csv",3,2015,2,4.06560208066348,4.77977418269534,0.837996359614016
"GOM Atlantic cod","SAM_constantFSelectivity","tab2.csv",3,2015,3,4.03246897836215,3.19919996911587,0.805742390537987
"GOM Atlantic cod","SAM_constantFSelectivity","tab2.csv",3,2015,4,4.02356452434709,3.09578319948709,0.801416403433855
"GOM Atlantic cod","SAM_constantFSelectivity","tab2.csv",3,2015,5,1.52605619914722,1.13899823401745,0.804320047692533
"GOM Atlantic cod","SAM_constantFSelectivity","tab2.csv",1,2016,1,4.563272500161,2.46753898748148,1.03856895450792
"GOM Atlantic cod","SAM_constantFSelectivity","tab2.csv",1,2016,2,5.33606115599971,4.30387930036476,0.971087572404517
"GOM Atlantic cod","SAM_constantFSelectivity","tab2.csv",1,2016,3,7.58940332950102,5.11117899674848,0.933533644735814
"GOM Atlantic cod","SAM_constantFSelectivity","tab2.csv",1,2016,4,5.76233225961989,4.00481581878413,0.924859013885301
"GOM Atlantic cod","SAM_constantFSelectivity","tab2.csv",1,2016,5,5.8653008165965,4.02102646332944,0.943389075016379
"GOM Atlantic cod","SAM_constantFSelectivity","tab2.csv",1,2016,6,2.07940792951495,2.38495951358158,0.951568362416682
"GOM Atlantic cod","SAM_constantFSelectivity","tab2.csv",1,2016,7,2.24067614047916,0.792681824742419,0.951811085090925
"GOM Atlantic cod","SAM_constantFSelectivity","tab2.csv",2,2016,2,4.5507550425388,4.66895965384151,0.816821081441264
"GOM Atlantic cod","SAM_constantFSelectivity","tab2.csv",2,2016,3,7.38260091474,5.05361725012041,0.791828793761714
"GOM Atlantic cod","SAM_constantFSelectivity","tab2.csv",2,2016,4,5.7611488887052,3.63137703902947,0.820018615782288
"GOM Atlantic cod","SAM_constantFSelectivity","tab2.csv",2,2016,5,5.88141143773982,3.25189970690786,0.879442160062807
"GOM Atlantic cod","SAM_constantFSelectivity","tab2.csv",3,2016,2,2.59525461591209,4.46104294173032,0.913184241848095
"GOM Atlantic cod","SAM_constantFSelectivity","tab2.csv",3,2016,3,3.92986299487278,4.29703407684733,0.876319855022579
"GOM Atlantic cod","SAM_constantFSelectivity","tab2.csv",3,2016,4,1.87180214397851,2.52630504959127,0.873137783616385
"GOM Atlantic cod","SAM_constantFSelectivity","tab2.csv",3,2016,5,2.11625582203142,2.1958989618264,0.894605131640753
"GOM Atlantic cod","SAM_useCVs","tab2.csv",1,2014,1,2.26176310659879,3.34263219604077,0.821926865369004
"GOM Atlantic cod","SAM_useCVs","tab2.csv",1,2014,2,3.54095934899384,3.66026052454064,0.773660015744683
"GOM Atlantic cod","SAM_useCVs","tab2.csv",1,2014,3,4.96703182109879,4.9889912408869,0.759652939902271
"GOM Atlantic cod","SAM_useCVs","tab2.csv",1,2014,4,6.00141486692155,4.49066202569488,0.755673649832495
"GOM Atlantic cod","SAM_useCVs","tab2.csv",1,2014,5,5.32739055541305,3.28665055145387,0.756858138227468
"GOM Atlantic cod","SAM_useCVs","tab2.csv",1,2014,6,4.01277298315758,2.95627806725247,0.751576430526358
"GOM Atlantic cod","SAM_useCVs","tab2.csv",1,2014,7,4.00369018795032,1.59976486326679,0.754425390983338
"GOM Atlantic cod","SAM_useCVs","tab2.csv",2,2014,1,6.42271055160595,4.28247909524213,0.915464236134617
"GOM Atlantic cod","SAM_useCVs","tab2.csv",2,2014,2,6.30750247459405,3.97534038889528,0.875325570695994
"GOM Atlantic cod","SAM_useCVs","tab2.csv",2,2014,3,6.27150598622151,4.75551111222037,0.869156675092047
"GOM Atlantic cod","SAM_useCVs","tab2.csv",2,2014,4,5.6429213092968,3.6124698244702,0.873309719874059
"GOM Atlantic cod","SAM_useCVs","tab2.csv",2,2014,5,3.24254287955868,1.82475112111534,0.875629433074507
"GOM Atlantic cod","SAM_useCVs","tab2.csv",3,2014,1,5.31197263523911,5.34511291759733,0.723738327125444
"GOM Atlantic cod","SAM_useCVs","tab2.csv",3,2014,2,3.89206594548786,3.88725701632492,0.669432248816339
"GOM Atlantic cod","SAM_useCVs","tab2.csv",3,2014,3,4.72141957572165,4.24393323466291,0.654189061365039
"GOM Atlantic cod","SAM_useCVs","tab2.csv",3,2014,4,3.24673655843985,2.9006053657206,0.650406322456349
"GOM Atlantic cod","SAM_useCVs","tab2.csv",3,2014,5,2.37979155836303,1.34267414769402,0.646067019488858
"GOM Atlantic cod","SAM_useCVs","tab2.csv",3,2014,6,1.90235301253139,0.513783126130717,0.644868866970863
"GOM Atlantic cod","SAM_useCVs","tab2.csv",1,2015,1,3.89995038882546,3.130728326711,1.03942116087892
"GOM Atlantic cod","SAM_useCVs","tab2.csv",1,2015,2,7.18500837978572,4.55021302222651,0.987820499768458
"GOM Atlantic cod","SAM_useCVs","tab2.csv",1,2015,3,7.48818148757512,3.96466714443498,0.956914448023482
"GOM Atlantic cod","SAM_useCVs","tab2.csv",1,2015,4,7.93465678862511,4.59719926341747,0.952859916959043
"GOM Atlantic cod","SAM_useCVs","tab2.csv",1,2015,5,6.03715470718798,2.97658475150582,0.960012948094087
"GOM Atlantic cod","SAM_useCVs","tab2.csv",1,2015,6,4.80811079279292,1.72131364523798,0.957711123612616
"GOM Atlantic cod","SAM_useCVs","tab2.csv",1,2015,7,3.73528580859874,1.15794271041572,0.951489982927946
"GOM Atlantic cod","SAM_useCVs","tab2.csv",2,2015,1,1.85629771224059,4.07576824186656,0.766886067602473
"GOM Atlantic cod","SAM_useCVs","tab2.csv",2,2015,2,5.2796440006711,4.91025293119885,0.699545912831463
"GOM Atlantic cod","SAM_useCVs","tab2.csv",2,2015,3,4.55492901056081,3.94109896032059,0.664080796465972
"GOM Atlantic cod","SAM_useCVs","tab2.csv",2,2015,4,5.3181200830599,4.27789050595381,0.672000530359469
"GOM Atlantic cod","SAM_useCVs","tab2.csv",2,2015,5,4.48074005438228,2.26308027020785,0.696191080769567
"GOM Atlantic cod","SAM_useCVs","tab2.csv",3,2015,1,4.25703019152469,5.13420345557794,0.912833464817543
"GOM Atlantic cod","SAM_useCVs","tab2.csv",3,2015,2,4.06560208066348,4.78581888425673,0.854473005381494
"GOM Atlantic cod","SAM_useCVs","tab2.csv",3,2015,3,4.03246897836215,3.25980504248693,0.819782017501344
"GOM Atlantic cod","SAM_useCVs","tab2.csv",3,2015,4,4.02356452434709,3.11416283735488,0.817147501817617
"GOM Atlantic cod","SAM_useCVs","tab2.csv",3,2015,5,1.52605619914722,1.17591801883884,0.822953355669438
"GOM Atlantic cod","SAM_useCVs","tab2.csv",1,2016,1,4.563272500161,2.57170366819876,1.34009957323451
"GOM Atlantic cod","SAM_useCVs","tab2.csv",1,2016,2,5.33606115599971,4.26534967313248,1.2866597513393
"GOM Atlantic cod","SAM_useCVs","tab2.csv",1,2016,3,7.58940332950102,5.06018233327856,1.25717594485489
"GOM Atlantic cod","SAM_useCVs","tab2.csv",1,2016,4,5.76233225961989,4.02318042826295,1.25002016478659
"GOM Atlantic cod","SAM_useCVs","tab2.csv",1,2016,5,5.8653008165965,4.06407966224139,1.26693413655536
"GOM Atlantic cod","SAM_useCVs","tab2.csv",1,2016,6,2.07940792951495,2.48772326461821,1.2765734101815
"GOM Atlantic cod","SAM_useCVs","tab2.csv",1,2016,7,2.24067614047916,0.867267886706995,1.27638223625675
"GOM Atlantic cod","SAM_useCVs","tab2.csv",2,2016,2,4.5507550425388,4.6259198643861,1.06125157701948
"GOM Atlantic cod","SAM_useCVs","tab2.csv",2,2016,3,7.38260091474,5.03733394967485,1.04036853559881
"GOM Atlantic cod","SAM_useCVs","tab2.csv",2,2016,4,5.7611488887052,3.70181034585162,1.06134592893024
"GOM Atlantic cod","SAM_useCVs","tab2.csv",2,2016,5,5.88141143773982,3.3409864040499,1.11168109521398
"GOM Atlantic cod","SAM_useCVs","tab2.csv",3,2016,2,2.59525461591209,4.50105707857827,0.965548994825992
"GOM Atlantic cod","SAM_useCVs","tab2.csv",3,2016,3,3.92986299487278,4.35545806547085,0.928913923849972
"GOM Atlantic cod","SAM_useCVs","tab2.csv",3,2016,4,1.87180214397851,2.53974928040187,0.924898814455735
"GOM Atlantic cod","SAM_useCVs","tab2.csv",3,2016,5,2.11625582203142,2.26157678080757,0.949445593709177
"GOM Atlantic cod","SAM_usesCorObsAndCoupleMarginalVariances","tab2.csv",1,2014,1,2.26176310659879,3.16626711299448,1.18402940356129
"GOM Atlantic cod","SAM_usesCorObsAndCoupleMarginalVariances","tab2.csv",1,2014,2,3.54095934899384,3.59880105984519,1.14735818869198
"GOM Atlantic cod","SAM_usesCorObsAndCoupleMarginalVariances","tab2.csv",1,2014,3,4.96703182109879,4.88724387991631,0.757833038026376
"GOM Atlantic cod","SAM_usesCorObsAndCoupleMarginalVariances","tab2.csv",1,2014,4,6.00141486692155,4.44157718138985,0.753344763675459
"GOM Atlantic cod","SAM_usesCorObsAndCoupleMarginalVariances","tab2.csv",1,2014,5,5.32739055541305,3.25479676857188,0.752773262601609
"GOM Atlantic cod","SAM_usesCorObsAndCoupleMarginalVariances","tab2.csv",1,2014,6,4.01277298315758,2.76631471452535,0.753140731726091
"GOM Atlantic cod","SAM_usesCorObsAndCoupleMarginalVariances","tab2.csv",1,2014,7,4.00369018795032,1.71594744874295,0.755071403647203
"GOM Atlantic cod","SAM_usesCorObsAndCoupleMarginalVariances","tab2.csv",2,2014,1,6.42271055160595,4.22464325648406,0.740708765621643
"GOM Atlantic cod","SAM_usesCorObsAndCoupleMarginalVariances","tab2.csv",2,2014,2,6.30750247459405,3.91076887083478,0.683654778619792
"GOM Atlantic cod","SAM_usesCorObsAndCoupleMarginalVariances","tab2.csv",2,2014,3,6.27150598622151,4.59826400413431,0.667269855166507
"GOM Atlantic cod","SAM_usesCorObsAndCoupleMarginalVariances","tab2.csv",2,2014,4,5.6429213092968,3.43961953635392,0.669383317185693
"GOM Atlantic cod","SAM_usesCorObsAndCoupleMarginalVariances","tab2.csv",2,2014,5,3.24254287955868,1.81121272561641,0.671051183290498
"GOM Atlantic cod","SAM_usesCorObsAndCoupleMarginalVariances","tab2.csv",3,2014,1,5.31197263523911,5.13476340364252,0.883026327814325
"GOM Atlantic cod","SAM_usesCorObsAndCoupleMarginalVariances","tab2.csv",3,2014,2,3.89206594548786,3.74580070744662,0.833925344733639
"GOM Atlantic cod","SAM_usesCorObsAndCoupleMarginalVariances","tab2.csv",3,2014,3,4.72141957572165,4.02878358442537,0.81521117559536
"GOM Atlantic cod","SAM_usesCorObsAndCoupleMarginalVariances","tab2.csv",3,2014,4,3.24673655843985,2.85774466550823,0.811301474951114
"GOM Atlantic cod","SAM_usesCorObsAndCoupleMarginalVariances","tab2.csv",3,2014,5,2.37979155836303,1.42066521765743,0.811152214168675
"GOM Atlantic cod","SAM_usesCorObsAndCoupleMarginalVariances","tab2.csv",3,2014,6,1.90235301253139,0.291446453365075,0.812954371349223
"GOM Atlantic cod","SAM_usesCorObsAndCoupleMarginalVariances","tab2.csv",1,2015,1,3.89995038882546,2.97686041832916,1.23875234264727
"GOM Atlantic cod","SAM_usesCorObsAndCoupleMarginalVariances","tab2.csv",1,2015,2,7.18500837978572,4.48245249573172,1.18536340863789
"GOM Atlantic cod","SAM_usesCorObsAndCoupleMarginalVariances","tab2.csv",1,2015,3,7.48818148757512,3.89463429989045,0.786606144049919
"GOM Atlantic cod","SAM_usesCorObsAndCoupleMarginalVariances","tab2.csv",1,2015,4,7.93465678862511,4.44524798483951,0.776356501223432
"GOM Atlantic cod","SAM_usesCorObsAndCoupleMarginalVariances","tab2.csv",1,2015,5,6.03715470718798,2.90349571858282,0.778482650412098
"GOM Atlantic cod","SAM_usesCorObsAndCoupleMarginalVariances","tab2.csv",1,2015,6,4.80811079279292,1.46755053881968,0.78017865670837
"GOM Atlantic cod","SAM_usesCorObsAndCoupleMarginalVariances","tab2.csv",1,2015,7,3.73528580859874,1.28511926186026,0.777091172632148
"GOM Atlantic cod","SAM_usesCorObsAndCoupleMarginalVariances","tab2.csv",2,2015,1,1.85629771224059,4.04134867436309,0.825325277458517
"GOM Atlantic cod","SAM_usesCorObsAndCoupleMarginalVariances","tab2.csv",2,2015,2,5.2796440006711,4.84486494235775,0.746021385797724
"GOM Atlantic cod","SAM_usesCorObsAndCoupleMarginalVariances","tab2.csv",2,2015,3,4.55492901056081,3.8375918163897,0.700010199611909
"GOM Atlantic cod","SAM_usesCorObsAndCoupleMarginalVariances","tab2.csv",2,2015,4,5.3181200830599,4.0186471339024,0.697998513208012
"GOM Atlantic cod","SAM_usesCorObsAndCoupleMarginalVariances","tab2.csv",2,2015,5,4.48074005438228,2.22842476148087,0.709732788449414
"GOM Atlantic cod","SAM_usesCorObsAndCoupleMarginalVariances","tab2.csv",3,2015,1,4.25703019152469,4.94652711350696,0.955156451994725
"GOM Atlantic cod","SAM_usesCorObsAndCoupleMarginalVariances","tab2.csv",3,2015,2,4.06560208066348,4.63911175441247,0.885570758525386
"GOM Atlantic cod","SAM_usesCorObsAndCoupleMarginalVariances","tab2.csv",3,2015,3,4.03246897836215,3.08058754760231,0.842324147045027
"GOM Atlantic cod","SAM_usesCorObsAndCoupleMarginalVariances","tab2.csv",3,2015,4,4.02356452434709,2.97159017421085,0.833919821844222
"GOM Atlantic cod","SAM_usesCorObsAndCoupleMarginalVariances","tab2.csv",3,2015,5,1.52605619914722,1.2165262479382,0.83750874013549
"GOM Atlantic cod","SAM_usesCorObsAndCoupleMarginalVariances","tab2.csv",1,2016,1,4.563272500161,2.503756420968,1.31408596345173
"GOM Atlantic cod","SAM_usesCorObsAndCoupleMarginalVariances","tab2.csv",1,2016,2,5.33606115599971,4.23410050245553,1.25063119310535
"GOM Atlantic cod","SAM_usesCorObsAndCoupleMarginalVariances","tab2.csv",1,2016,3,7.58940332950102,4.96078523327592,0.856840664034667
"GOM Atlantic cod","SAM_usesCorObsAndCoupleMarginalVariances","tab2.csv",1,2016,4,5.76233225961989,3.87765404267417,0.83828990077129
"GOM Atlantic cod","SAM_usesCorObsAndCoupleMarginalVariances","tab2.csv",1,2016,5,5.8653008165965,3.92213277790293,0.848954270285132
"GOM Atlantic cod","SAM_usesCorObsAndCoupleMarginalVariances","tab2.csv",1,2016,6,2.07940792951495,2.1639393093911,0.855462229803059
"GOM Atlantic cod","SAM_usesCorObsAndCoupleMarginalVariances","tab2.csv",1,2016,7,2.24067614047916,0.921165680686655,0.856559126142621
"GOM Atlantic cod","SAM_usesCorObsAndCoupleMarginalVariances","tab2.csv",2,2016,2,4.5507550425388,4.59212833927479,0.85055064216963
"GOM Atlantic cod","SAM_usesCorObsAndCoupleMarginalVariances","tab2.csv",2,2016,3,7.38260091474,4.88295447289918,0.799413949660777
"GOM Atlantic cod","SAM_usesCorObsAndCoupleMarginalVariances","tab2.csv",2,2016,4,5.7611488887052,3.39676767071454,0.818164822066752
"GOM Atlantic cod","SAM_usesCorObsAndCoupleMarginalVariances","tab2.csv",2,2016,5,5.88141143773982,3.16585015055212,0.86550466161573
"GOM Atlantic cod","SAM_usesCorObsAndCoupleMarginalVariances","tab2.csv",3,2016,2,2.59525461591209,4.38992015500307,0.971965123205322
"GOM Atlantic cod","SAM_usesCorObsAndCoupleMarginalVariances","tab2.csv",3,2016,3,3.92986299487278,4.1427577471179,0.911595524760519
"GOM Atlantic cod","SAM_usesCorObsAndCoupleMarginalVariances","tab2.csv",3,2016,4,1.87180214397851,2.39360113227524,0.899551802820259
"GOM Atlantic cod","SAM_usesCorObsAndCoupleMarginalVariances","tab2.csv",3,2016,5,2.11625582203142,2.21961213635959,0.915014657914711
"GOM Atlantic cod","WHAM","tab2.csv",1,2014,1,2.26176309847379,3.85842228531193,0.52239287041216
"GOM Atlantic cod","WHAM","tab2.csv",1,2014,2,3.54095932403731,4.26196595554371,0.470207564904584
"GOM Atlantic cod","WHAM","tab2.csv",1,2014,3,4.96703165661412,5.4336117905702,0.480265087672248
"GOM Atlantic cod","WHAM","tab2.csv",1,2014,4,6.00141487796115,5.57583013611678,0.461494393900417
"GOM Atlantic cod","WHAM","tab2.csv",1,2014,5,5.32739061403374,4.11112246524197,0.426610240950311
"GOM Atlantic cod","WHAM","tab2.csv",1,2014,6,4.01277290852829,4.41635207737248,0.435672337555369
"GOM Atlantic cod","WHAM","tab2.csv",1,2014,7,4.00369019395397,3.64729706964503,0.435376842976556
"GOM Atlantic cod","WHAM","tab2.csv",1,2014,8,NA,NA,NA
"GOM Atlantic cod","WHAM","tab2.csv",1,2014,9,NA,NA,NA
"GOM Atlantic cod","WHAM","tab2.csv",2,2014,1,6.42271040358875,5.00827666410712,0.535634727697403
"GOM Atlantic cod","WHAM","tab2.csv",2,2014,2,6.30750223854048,4.68544937834843,0.493203569674635
"GOM Atlantic cod","WHAM","tab2.csv",2,2014,3,6.27150585239943,5.68652552548813,0.542676064803609
"GOM Atlantic cod","WHAM","tab2.csv",2,2014,4,5.64292123506005,4.72714499888893,0.586423663136575
"GOM Atlantic cod","WHAM","tab2.csv",2,2014,5,3.24254252604119,3.20880012487509,0.55603322953737
"GOM Atlantic cod","WHAM","tab2.csv",2,2014,6,NA,NA,NA
"GOM Atlantic cod","WHAM","tab2.csv",2,2014,7,NA,NA,NA
"GOM Atlantic cod","WHAM","tab2.csv",2,2014,8,NA,NA,NA
"GOM Atlantic cod","WHAM","tab2.csv",2,2014,9,NA,NA,NA
"GOM Atlantic cod","WHAM","tab2.csv",3,2014,1,5.31197259607487,6.02155852264705,0.509541810574929
"GOM Atlantic cod","WHAM","tab2.csv",3,2014,2,3.89206587172986,4.50037369452137,0.468725817704423
"GOM Atlantic cod","WHAM","tab2.csv",3,2014,3,4.72141949132241,4.83831296760736,0.489425946101495
"GOM Atlantic cod","WHAM","tab2.csv",3,2014,4,3.24673637657293,3.81215846908256,0.481371215594755
"GOM Atlantic cod","WHAM","tab2.csv",3,2014,5,2.37979136391849,2.18582517798401,0.441760393568402
"GOM Atlantic cod","WHAM","tab2.csv",3,2014,6,1.90235290816562,1.91496230058121,0.444324826052025
"GOM Atlantic cod","WHAM","tab2.csv",3,2014,7,NA,NA,NA
"GOM Atlantic cod","WHAM","tab2.csv",3,2014,8,NA,NA,NA
"GOM Atlantic cod","WHAM","tab2.csv",3,2014,9,NA,NA,NA
"GOM Atlantic cod","WHAM","tab2.csv",1,2015,1,3.89995042419388,3.87665177112503,0.631406040751756
"GOM Atlantic cod","WHAM","tab2.csv",1,2015,2,7.18500815594338,5.89725742499594,0.614310448474682
"GOM Atlantic cod","WHAM","tab2.csv",1,2015,3,7.48818158947796,5.49803139908727,0.614651196200267
"GOM Atlantic cod","WHAM","tab2.csv",1,2015,4,7.93465672009625,6.6082803600225,0.636302422809205
"GOM Atlantic cod","WHAM","tab2.csv",1,2015,5,6.0371546730251,5.09200870620246,0.613631043165946
"GOM Atlantic cod","WHAM","tab2.csv",1,2015,6,4.80811102998478,3.45448878523799,0.66057668150605
"GOM Atlantic cod","WHAM","tab2.csv",1,2015,7,3.73528582692809,2.98066191455256,0.622497801868416
"GOM Atlantic cod","WHAM","tab2.csv",1,2015,8,NA,NA,NA
"GOM Atlantic cod","WHAM","tab2.csv",1,2015,9,NA,NA,NA
"GOM Atlantic cod","WHAM","tab2.csv",2,2015,1,1.85629768125483,5.03205286580081,0.642153218692753
"GOM Atlantic cod","WHAM","tab2.csv",2,2015,2,5.27964410467167,6.35911160810616,0.623117099083127
"GOM Atlantic cod","WHAM","tab2.csv",2,2015,3,4.5549289729406,5.91736780801182,0.606973012249431
"GOM Atlantic cod","WHAM","tab2.csv",2,2015,4,5.31811999723347,6.05358324116587,0.635490657366696
"GOM Atlantic cod","WHAM","tab2.csv",2,2015,5,4.48074011099917,4.51621775647809,0.616829200826507
"GOM Atlantic cod","WHAM","tab2.csv",2,2015,6,NA,NA,NA
"GOM Atlantic cod","WHAM","tab2.csv",2,2015,7,NA,NA,NA
"GOM Atlantic cod","WHAM","tab2.csv",2,2015,8,NA,NA,NA
"GOM Atlantic cod","WHAM","tab2.csv",2,2015,9,NA,NA,NA
"GOM Atlantic cod","WHAM","tab2.csv",3,2015,1,4.2570301444992,6.04071246110692,0.619698235131162
"GOM Atlantic cod","WHAM","tab2.csv",3,2015,2,4.06560209335645,6.14206029069119,0.6114051611174
