"Year","Frep","Low","High","SSB","Low","High","R","Low","High","PredCatch"
1931,0.50553,0.409538058157647,0.624021567249862,115130,98934.8671097744,133976.193502063,36983,29045.9456892326,47088.9226205166,60224.35
1932,0.48789,0.395663922927278,0.60161323362239,111070,94946.8592906911,129931.047663517,42006,33630.8506993,52466.827312124,54283.63
1933,0.47742,0.384159324389046,0.593321161115879,91433,77349.1699734408,108081.230760079,45095,36279.4063372527,56052.7095205493,41308.81
1934,0.32652,0.25865619380574,0.412189280416272,80638,67234.368433644,96713.7372669387,57825,47116.1692534406,70967.7946654339,25289.04
1935,0.46846,0.376511373625535,0.582863591840023,83201,69656.3218336083,99379.442077575,57208,46255.2848588845,70754.1910937207,39202.16
1936,0.52135,0.419258420631747,0.648301403440955,82170,69170.2395019528,97612.9177608151,53626,42872.2226266734,67077.181909641,41887.72
1937,0.60525,0.485073309064662,0.755200411266428,78851,66092.3749819652,94072.5795176309,106280,89598.3388494208,126067.497958675,48092.22
1938,0.47679,0.382094623996468,0.594953945497284,86623,73220.9670964749,102478.080071156,78869,64724.9696141739,96103.8560246437,46098.76
1939,0.48773,0.393973934185934,0.603797693853861,102150,87640.0667424919,119062.238173089,58755,46804.0200653905,73757.5537352765,52054.55
1940,0.40709,0.326596234778861,0.507422469864697,106080,90792.5923254789,123941.459449243,114470,96726.2430731139,135468.72579446,46316.21
1941,0.50916,0.413662997554009,0.626703154821461,112780,97488.4288234889,130470.1342867,119380,101667.894447121,140177.825826938,59619.46
1942,0.40348,0.328845004083257,0.495054230347326,120870,106034.258900071,137781.477906761,57154,46080.7028096815,70888.2355699162,53450.41
1943,0.3456,0.281508891533256,0.424282726380207,125610,110553.037196218,142717.671989384,18643,13275.6353755272,26180.4003475953,44811.6
1944,0.40093,0.325367959850753,0.494040239775711,116400,101224.370009194,133850.771299139,63684,52077.2285673502,77877.6437911807,48175.84
1945,0.35177,0.282227381678797,0.438448360906494,108140,92946.9775824296,125816.459062684,46576,36707.9205144485,59096.8855112927,39310.42
1946,0.51718,0.418545257555769,0.639059092347643,105270,89964.6706519729,123179.16377274,87552,72899.5655342656,105149.497775772,51915.46
1947,0.56993,0.462453172759309,0.702385071686075,91629,78316.443611163,107204.480360281,54700,43772.2084502734,68355.9296168277,52268.67
1948,0.56421,0.458317407759001,0.694568695648127,84919,72277.8781581324,99771.0052475942,29158,21792.5128696944,39012.8925968106,46112.38
1949,0.61416,0.491215485807249,0.767875843694409,72231,60362.1329548018,86433.615010037,124720,106055.619185394,146669.064020157,41258.83
1950,0.55379,0.444471145812099,0.689996115585085,70120,59233.1245607407,83007.8513747496,53762,42461.440671839,68070.0559912213,39644.6
1951,0.57045,0.460164547417979,0.707167043454174,76771,65414.0739853585,90099.6694124141,110290,92880.874751991,130962.204355631,45896.45
1952,0.48281,0.388283225335415,0.600349128908759,80492,68615.2543388516,94424.5142924647,35720,26911.8428508901,47411.0378493757,41167
1953,0.40136,0.319188500089406,0.504685631076553,84543,71837.0044261075,99496.3376619084,148900,127924.693918845,173314.544055625,35104.98
1954,0.41688,0.33552539471564,0.517960598920649,95232,81876.8806048033,110765.502508262,50671,39696.6739309877,64679.2284276427,43893.46
1955,0.30202,0.241767174141339,0.377288938103212,116730,100808.666728001,135165.887440661,90584,74908.0941349188,109540.379457805,39826.2
1956,0.36773,0.295034157358611,0.458337956901834,129550,111355.467501384,150717.363741402,59995,47943.3105836153,75076.1676902241,50291.72
1957,0.34404,0.274499794031761,0.431197123544306,129870,110606.97278675,152487.826717019,59574,47502.1217367725,74713.7463809873,47061.37
1958,0.27013,0.213126299498437,0.34238016177133,130740,110042.99679067,155329.717460486,56156,44138.6734257709,71445.1996683434,36617.94
1959,0.26508,0.208682245514554,0.336719619950129,137760,115433.726431393,164404.443889103,137900,116070.809793531,163834.559557453,36874.92
1960,0.24047,0.190833288900651,0.303017472649147,160290,135616.201782614,189452.910214846,123150,102251.498092222,148319.80736675,41399.17
1961,0.23265,0.187035461814766,0.289389092179774,192980,166428.178677296,223767.878108014,50374,38216.3723570725,66399.2869938213,46662.14
1962,0.27097,0.218635326671146,0.335832008568494,201650,174327.799398097,233254.378477768,38903,28487.0631415162,53127.3933533131,53861.92
1963,0.30713,0.246623556809253,0.382481049743991,185660,159156.297341726,216577.265089234,188980,161348.68228051,221343.241824009,54792.87
1964,0.33969,0.275068809042216,0.41949247717974,188630,163771.238309492,217262.061808186,414590,370064.847791646,464472.292155603,63632.1
1965,0.68476,0.577843302543614,0.811459188911528,230530,206413.499920853,257464.172258004,22511,17689.9731591758,28645.8954143269,162161.7
1966,0.76671,0.660482731086808,0.890022095101135,198580,179329.377691323,219897.135135756,6565,4849.31454521583,8887.69425000905,142803
1967,0.50382,0.423276767458291,0.599689403990293,117780,105620.727475336,131339.0726573,11439,9417.66723414935,13894.1754626372,53170.71
1968,0.60189,0.508112648531679,0.712974914414895,79155,70527.5122267706,88837.870884403,1106.2,734.134421392508,1666.83158334808,42110.65
1969,0.55219,0.459909624577267,0.662986334283103,53275,46159.0314260383,61487.9805168303,1404.5,1008.87039008069,1955.27618750138,24411.62
1970,0.43708,0.35515244903038,0.537906825425434,35818,30127.7922508091,42582.9119279573,5230.5,4347.83015682237,6292.36406741215,13037.09
1971,0.8085,0.641540324581004,1.01891062019666,25281,20669.7309117028,30921.0102313494,730.84,477.583586306222,1118.39502218052,13764.24
1972,0.8698,0.658101532271891,1.14959774882796,15709,12100.8935346472,20392.9305132255,8661.9,7238.42928306109,10365.3028407112,7520.482
1973,1.0171,0.775545915576526,1.33388931489759,11914,8806.02306998412,16118.8989481328,27315,23804.9242360263,31342.6422870459,7407.512
