"","R(age 1)","Low","High","SSB","Low","High","Fbar","Low","High","Catch","Low","High"
"1987",311462.782245486,218337.390331687,444308.070993833,272045.668459683,227988.93632718,324615.95251038,0.360499215402233,0.2759117560232,0.471019017742389,76182.753479551,62684.3066983792,92587.9575513613
"1988",208317.189780912,144322.98502969,300687.042672303,271113.959480239,225736.812943292,325612.726017875,0.456310309121339,0.346416952023359,0.601064979627129,93002.6047382732,76703.234229747,112765.577292294
"1989",421803.242044216,309074.867016545,575646.854486837,270341.95132791,228175.46174876,320300.746134808,0.49536620258176,0.376574031041143,0.651631961932773,100525.220636193,82998.0672614743,121753.678337109
"1990",240461.812523526,168499.102311539,343158.405527837,250292.078467052,211822.150338472,295748.695040883,0.54027914248618,0.41371528106975,0.705561445665791,102660.666176498,84850.2035679969,124209.62987268
"1991",832162.216954424,635462.673675672,1089747.65004048,219486.674960232,186558.317363372,258227.031450258,0.5980795117073,0.461383336795958,0.775275294526363,104018.625120135,86086.746863122,125685.71546892
"1992",945882.987944913,722129.581017216,1238966.87021642,253098.147712786,214708.649758357,298351.614840565,0.543682590800075,0.418965869306425,0.705524676815361,104421.395952875,86358.3918960865,126262.517091187
"1993",572719.327076375,419148.695338465,782556.24138815,337430.495049752,285747.365234684,398461.553253547,0.42450279962631,0.327056150742222,0.550983757625787,99323.2357313484,82075.7972862687,120195.057280247
"1994",919713.379426781,660724.265913461,1280220.42466868,342081.769654461,290422.415201686,402930.114910939,0.522191675578468,0.407347848758683,0.669413492361386,127630.905212634,105539.85645095,154345.936342702
"1995",201694.707326156,136976.483159295,296990.797435458,329173.959270342,280610.209123083,386142.385198056,0.514090106687093,0.402183703563964,0.657134129134384,120237.404528802,99504.0225707338,145290.94477106
"1996",211561.833696496,145707.920714225,307178.973233774,246734.104977174,209572.767872569,290484.871564533,0.501279919710277,0.389757474582952,0.644712607945795,94334.9887962952,77942.551309082,114174.991217669
"1997",757711.394022301,576999.478574726,995020.928007416,221719.273370818,188445.642998529,260867.990375704,0.356341474561996,0.275095819399564,0.461581883614837,64483.046513115,53106.8848716947,78296.1248368901
"1998",355784.304872014,254898.920212061,496598.696800884,260600.158857829,221245.051897476,306955.758848773,0.439103038498769,0.339968478458397,0.567145163849201,85135.1845441538,70285.3739824655,103122.445491651
"1999",757345.207580355,569653.780068613,1006877.83266504,263086.504421682,222054.365376436,311700.734599313,0.46603209535158,0.360705222463567,0.60211469192055,91896.6688883839,75855.1040452109,111330.646224517
"2000",551499.160263723,396527.330186877,767037.479177665,306911.071037843,256377.012212492,367405.816585168,0.449968219755808,0.34614834610981,0.584926668192082,100549.495255806,82861.7211520875,122012.925336667
"2001",422715.893252567,309665.041290256,577038.743746429,257881.853418507,215799.223315689,308170.943809552,0.491101665050186,0.377095722678625,0.639574598465038,93939.267974311,77478.6172590148,113897.051596164
"2002",1385548.57940689,1059656.88949542,1811666.47895864,266990.371788057,222676.764740697,320122.571883662,0.468287546094738,0.355173438940189,0.61742574693025,99082.6011199451,81401.7865442803,120603.763891027
"2003",1424005.51051987,1067295.87510327,1899933.97453612,359416.798246987,297586.207524735,434094.160265738,0.521564155386676,0.393501132451185,0.691304664079874,133098.363313213,109450.951422098,161854.913881357
"2004",604651.522262493,432754.512661338,844828.771688537,480775.060598079,397921.362066799,580880.246520376,0.353460024857665,0.266473213781369,0.468842580458704,112655.492365501,92759.2340688059,136819.369926012
"2005",778392.95217327,570146.819870543,1062700.98661708,494230.798104427,412467.274788856,592202.331494004,0.30414381406072,0.228638650684002,0.404583649154094,105317.33217928,86498.6281521998,128230.247049054
"2006",737663.209655578,533020.935890565,1020873.61722521,517760.841841304,438264.245963433,611677.297003558,0.354656396560927,0.269930786840306,0.465975597277812,131495.506642454,108219.875919844,159777.195456802
"2007",636083.980659905,463563.910324273,872809.167066354,429696.241067046,364082.737358668,507134.342393321,0.510751794871433,0.390804238053807,0.667514245146115,162005.740254502,133495.280796026,196605.151275059
"2008",451612.364560791,323304.016885424,630841.923304863,405375.142102332,339567.061393173,483936.825793049,0.504426024060733,0.382328127316913,0.665516334190104,152609.696985851,125858.081828351,185047.469942189
"2009",458179.201304951,327558.527108577,640887.545689985,394880.332690595,330048.055374419,472447.798454505,0.154336175407777,0.115986031673159,0.205366583336712,45839.069411833,37702.8469609184,55731.077462689
"2010",386443.287310638,275120.015750925,542811.884841753,372880.210638668,314852.23222917,441602.876694027,0.148668110361428,0.113097603811295,0.195425953279397,43297.1693325755,35630.9561727605,52612.814068876
