year,	fleet,	age,	logObs,	pred,	predSd
2014,	2,	1,	8.75184686237659,	9.10057266703526,	0.822727789491048
2014,	2,	2,	7.85658318800447,	8.01984626308868,	0.745086359853847
2014,	2,	3,	6.75831958815024,	6.65820495905853,	0.723767089572815
2014,	2,	4,	8.12075984946528,	7.53822812601419,	0.718931156841799
2014,	2,	5,	5.60284944010803,	4.60660894563313,	0.718748795967738
2014,	2,	6,	5.11318497830004,	3.44236772453522,	0.722000761983838
2014,	2,	8,	4.70591280464579,	3.88151158716268,	0.748032103570824
2014,	2,	9,	5.07579130867675,	4.40388554875199,	0.74768428718874
2014,	3,	1,	10.1818787394987,	9.42017628424326,	1.03131151573453
2014,	3,	2,	9.34400374817999,	8.64197044404522,	0.970820000981328
2014,	3,	3,	8.60598967446994,	7.36612692541393,	0.95497097821087
2014,	3,	4,	9.65231567372456,	8.07500285045767,	0.951897587361327
2014,	3,	5,	6.73244719539303,	5.64502851126556,	0.951336774830454
2014,	3,	6,	6.15017461560193,	4.5977440406875,	0.956273709732995
2014,	3,	7,	5.53654505860462,	3.0919941209806,	0.97129754446893
2014,	3,	8,	6.63633837612759,	4.85604341460284,	0.987236962439212
2014,	3,	9,	6.8016147759777,	5.37841737619215,	0.99148588394871
2015,	2,	1,	7.91073834689967,	7.42266687260957,	1.20127559989656
2015,	2,	2,	11.0831030977809,	8.93906242795152,	1.14681400128419
2015,	2,	3,	9.53143886731653,	8.11372529225846,	1.1057762992409
2015,	2,	4,	8.32470102108335,	6.51453474886722,	1.09444592184287
2015,	2,	5,	9.75748558243471,	7.27673565487058,	1.09329679228162
2015,	2,	6,	7.64204526201636,	4.31908181328698,	1.09565614038256
2015,	2,	7,	5.5154438173668,	3.23386699668683,	1.10729621177173
2015,	2,	9,	7.84569112800509,	4.3345899264016,	1.11554513808292
2015,	3,	1,	7.40117037367032,	7.74235073692747,	0.915343765668968
2015,	3,	2,	11.1028829462674,	9.56251815289423,	0.842753831855262
2015,	3,	3,	8.26088054501417,	8.826787254676,	0.786528090246706
2015,	3,	4,	6.87005369165686,	7.06168045103535,	0.771286305426148
2015,	3,	5,	8.00433220294211,	8.33345043543692,	0.768974906485155
2015,	3,	6,	4.01638301618698,	5.50367864745488,	0.775793281195641
2015,	3,	9,	4.4704950976752,	5.36974637714204,	0.818096507011974
2016,	2,	1,	7.98381656565156,	7.73051907026277,	1.02891243179956
2016,	2,	2,	7.77313300194432,	7.05026698650574,	0.918043633997802
2016,	2,	3,	10.8254039879545,	9.17461615556332,	0.85673175797909
2016,	2,	4,	8.54671458354425,	7.98594054575723,	0.809113915131217
2016,	2,	5,	7.53796401100585,	6.23580009739481,	0.797687144624373
2016,	2,	6,	8.41221187243693,	7.23759189606331,	0.8004730071475
2016,	2,	7,	4.89858703541214,	4.1260811235774,	0.818713684466761
2016,	2,	8,	3.50855745111528,	2.9589916287857,	0.817015672733505
2016,	2,	9,	5.27607323890535,	4.060157906909,	0.843618053102427
2016,	3,	1,	7.71797512264406,	8.05022558618955,	1.01005838799036
2016,	3,	2,	8.11889334537213,	7.6741021826984,	0.897084458037292
2016,	3,	3,	11.2414143466267,	9.88870570645357,	0.835654936993901
2016,	3,	4,	8.87784329958713,	8.53518662007727,	0.788268417458227
2016,	3,	5,	7.45720647188911,	7.29612369645574,	0.77607034907017
2016,	3,	6,	8.28142137094311,	8.42801680640395,	0.782038123412661
2016,	3,	7,	4.33729175786674,	4.8725395996173,	0.796488717299355
2016,	3,	8,	3.49042948669024,	4.00768690801166,	0.809736698984195
2016,	3,	9,	3.88568000791969,	5.10885318613495,	0.841053060990229
