Year,2,3,4,5,6,7,8,9,10,11,12
1959,0.000,0.036,0.168,0.339,0.511,0.443,0.442,0.315,0.379,0.868,0.428
1960,0.000,0.040,0.187,0.470,0.358,0.388,0.566,0.335,0.263,0.782,0.412
1961,0.000,0.011,0.126,0.596,0.705,0.419,0.522,0.379,0.179,0.024,0.506
1962,0.000,0.011,0.067,0.086,0.146,0.351,0.280,0.408,0.339,0.322,0.296
1963,0.000,0.004,0.076,0.281,0.274,0.267,0.788,0.891,0.813,0.456,0.555
1964,0.000,0.064,0.315,0.395,0.328,0.199,0.241,0.360,0.684,0.099,0.282
1965,0.000,0.007,0.104,0.251,0.514,0.882,0.834,0.391,1.721,0.902,0.655
1966,0.000,0.004,0.169,0.422,0.766,0.741,1.496,0.921,2.208,0.811,0.981
1967,0.000,0.130,0.518,0.936,0.912,0.839,1.305,0.259,0.203,0.553,0.829
1968,0.000,0.199,0.647,1.023,1.180,0.972,0.768,0.448,0.317,0.148,0.842
1969,0.000,0.074,0.239,0.747,0.700,0.379,0.586,0.618,0.509,0.419,0.571
1970,0.000,0.030,0.256,0.322,0.650,0.519,0.578,0.476,0.359,0.983,0.556
1971,0.000,0.013,0.628,0.782,0.694,0.534,0.836,0.347,0.323,0.436,0.603
1972,0.000,0.001,0.389,0.668,1.021,0.947,0.536,0.203,0.247,0.201,0.677
1973,0.000,0.385,0.920,0.584,0.830,0.388,0.388,0.453,0.267,0.245,0.514
1974,0.000,0.218,0.771,1.287,1.173,0.896,0.980,0.913,1.083,1.052,0.991
1975,0.000,0.033,0.517,0.750,1.327,1.441,1.740,1.959,1.705,2.097,1.617
1976,0.000,0.181,0.611,0.814,0.545,0.342,0.374,0.279,0.366,0.173,0.385
1977,0.000,0.015,0.159,0.425,0.494,0.629,0.537,0.661,0.859,0.899,0.580
1978,0.000,0.025,0.142,0.242,0.236,0.204,0.213,0.337,0.330,0.231,0.247
1979,0.000,0.005,0.138,0.500,0.459,0.429,0.232,0.181,0.155,0.120,0.325
1980,0.000,0.015,0.087,0.198,0.219,0.217,0.181,0.118,0.138,0.101,0.184
1981,0.000,0.021,0.080,0.142,0.176,0.288,0.253,0.235,0.169,0.274,0.238
1982,0.000,0.016,0.106,0.160,0.162,0.169,0.384,0.451,0.437,0.488,0.292
1983,0.000,0.038,0.042,0.140,0.175,0.158,0.186,0.352,0.327,0.297,0.218
1984,0.000,0.002,0.041,0.120,0.254,0.269,0.246,0.222,0.456,0.237,0.248
1985,0.000,0.002,0.103,0.378,0.408,0.479,0.283,0.245,0.194,0.407,0.354
1986,0.000,0.019,0.126,0.337,0.502,0.366,0.333,0.327,0.322,0.188,0.382
1987,0.014,0.093,0.068,0.223,0.304,0.251,0.266,0.561,0.540,0.679,0.345
1988,0.018,0.025,0.076,0.371,0.795,0.685,0.341,0.388,0.619,0.580,0.552
1989,0.023,0.185,0.272,0.601,0.601,0.585,0.496,0.273,0.273,0.535,0.489
1990,0.068,0.267,0.859,1.367,0.907,0.412,0.464,0.439,0.425,0.283,0.556
1991,0.310,0.262,0.270,0.462,0.603,0.842,0.777,0.833,0.861,0.823,0.764
1992,0.012,0.403,0.867,0.632,0.580,0.574,0.460,0.491,0.446,0.713,0.526
1993,0.046,0.255,0.563,0.933,0.948,0.697,0.356,0.327,0.365,0.306,0.582
1994,0.000,0.514,0.972,0.389,0.465,0.475,0.106,0.058,0.019,0.000,0.000
1995,0.000,0.000,0.296,0.018,0.021,0.012,0.000,0.005,0.000,0.000,0.000
1996,0.002,0.005,0.016,0.018,0.019,0.016,0.022,0.020,0.020,0.011,0.000
1997,0.002,0.012,0.031,0.045,0.037,0.043,0.037,0.046,0.050,0.041,0.042
1998,0.000,0.009,0.029,0.046,0.053,0.047,0.050,0.043,0.047,0.065,0.053
1999,0.008,0.046,0.157,0.169,0.115,0.097,0.074,0.052,0.075,0.045,0.042
2000,0.002,0.083,0.230,0.574,0.148,0.081,0.113,0.064,0.038,0.021,0.038
2001,0.005,0.046,0.095,0.162,0.129,0.145,0.120,0.089,0.041,0.033,0.026
2002,0.118,0.146,0.185,0.187,0.209,0.148,0.128,0.092,0.050,0.026,0.028
2003,0.054,0.712,1.200,0.844,0.498,0.311,0.114,0.118,0.075,0.042,0.033
2004,0.007,0.060,0.187,0.196,0.126,0.091,0.073,0.030,0.061,0.036,0.027
2005,0.000,0.001,0.002,0.011,0.021,0.051,0.091,0.093,0.038,0.034,0.031
2006,0.011,0.063,0.175,0.229,0.157,0.034,0.023,0.004,0.012,0.000,0.000
2007,0.001,0.065,0.113,0.139,0.101,0.093,0.051,0.026,0.026,0.015,0.000
2008,0.000,0.001,0.023,0.088,0.084,0.110,0.027,0.033,0.075,0.043,0.066
2009,0.006,0.026,0.034,0.070,0.063,0.070,0.081,0.017,0.056,0.034,0.069
2010,0.061,0.146,0.059,0.051,0.050,0.035,0.045,0.000,0.042,0.000,0.006
2011,0.013,0.059,0.052,0.022,0.014,0.040,0.053,0.031,0.047,0.027,0.000
2012,0.020,0.081,0.082,0.045,0.020,0.014,0.017,0.020,0.028,0.015,0.000
2013,0.012,0.176,0.120,0.083,0.062,0.031,0.027,0.032,0.018,0.028,0.000
2014,0.048,0.140,0.224,0.107,0.042,0.111,0.009,0.008,0.007,0.004,0.000
2015,0.005,0.061,0.100,0.115,0.076,0.029,0.024,0.015,0.005,0.004,0.000
2016,0.004,0.051,0.142,0.103,0.092,0.054,0.034,0.017,0.014,0.014,0.000
2017,0.026,0.064,0.102,0.083,0.057,0.086,0.031,0.013,0.004,0.009,0.008
