Year,2,3,4,5,6,7,8,9,10,11,12
1959,63623,53067,92911,19327,16484,12049,4268,3076,3217,2287,324
1960,98989,52090,41903,64326,11271,8099,6336,2246,1838,1803,786
1961,130098,81045,40981,28451,32902,6449,4497,2947,1315,1157,675
1962,94606,106515,65621,29586,12832,13314,3473,2185,1652,900,925
1963,135041,77456,86281,50223,22233,9081,7673,2149,1189,964,534
1964,195489,110562,63133,65447,31040,13843,5695,2858,722,432,500
1965,252970,160052,84924,37711,36087,18299,9287,3665,1632,298,320
1966,221171,207114,130125,62667,24021,17671,6202,3302,2030,239,99
1967,121541,181079,168891,89951,33653,9146,6895,1137,1076,183,87
1968,154111,99509,130150,82351,28883,11073,3234,1531,719,719,86
1969,96818,126175,66743,55815,24240,7265,3431,1228,801,429,508
1970,101649,79268,95947,43016,21651,9853,4073,1563,542,394,231
1971,74518,83223,62998,60832,25515,9253,4802,1872,795,310,121
1972,42190,61010,67279,27529,22783,10441,4442,1704,1083,471,164
1973,44128,34542,49888,37316,11560,6720,3316,2127,1138,693,316
1974,27766,36129,19253,16285,17044,4127,3733,1842,1108,713,444
1975,32974,22733,23797,7288,3683,4318,1379,1147,605,307,204
1976,54579,26997,18006,11619,2819,800,837,198,132,90,31
1977,50096,44686,18452,8005,4213,1338,466,471,123,75,62
1978,20922,41016,36037,12883,4283,2106,584,223,199,43,25
1979,23735,17129,32750,25596,8282,2771,1405,386,130,117,28
1980,33088,19433,13959,23364,12707,4285,1477,912,264,91,85
1981,26430,27090,15670,10477,15697,8356,2823,1009,664,188,68
1982,42606,21639,21723,11845,7441,10783,5132,1795,653,459,117
1983,49846,34883,17441,16002,8265,5180,7452,2862,936,346,230
1984,39821,40811,27495,13695,11395,5682,3623,5063,1648,553,210
1985,10735,32602,33361,21608,9941,7239,3555,2319,3319,855,357
1986,7838,8789,26641,24650,12123,5415,3669,2194,1485,2238,466
1987,15623,6417,7058,19229,14412,6011,3076,2153,1295,881,1518
1988,15538,12615,4788,5398,12602,8703,3830,1931,1006,618,366
1989,6226,12490,10078,3634,3048,4658,3593,2229,1072,444,283
1990,6882,4983,8500,6289,1631,1369,2126,1791,1389,668,213
1991,24803,5265,3123,2947,1313,539,742,1094,946,744,412
1992,7917,14889,3318,1951,1520,588,190,279,390,327,267
1993,807,6407,8145,1141,849,697,271,98,140,204,131
1994,509,631,4063,3797,368,269,284,156,58,80,123
1995,983,417,309,1259,2106,189,137,209,120,47,65
1996,1361,805,341,188,1013,1688,153,112,170,98,38
1997,469,1112,656,275,151,814,1360,123,90,137,80
1998,2832,383,900,520,215,119,638,1073,96,70,108
1999,6032,2318,311,716,407,167,93,497,841,75,54
2000,5598,4897,1813,218,495,297,124,71,386,639,59
2001,2175,4574,3688,1179,100,350,224,91,54,305,512
2002,992,1772,3576,2747,821,72,247,163,68,43,241
2003,901,722,1254,2432,1865,546,51,178,122,53,34
2004,1726,699,290,309,856,927,327,37,130,92,42
2005,4717,1404,539,197,208,618,693,249,30,100,73
2006,4436,3861,1148,440,159,167,481,518,186,23,79
2007,8185,3591,2968,789,287,112,132,385,422,150,19
2008,13524,6698,2755,2169,562,212,83,103,307,337,121
2009,2132,11071,5480,2203,1627,423,156,66,81,233,264
2010,4654,1735,8828,4336,1681,1251,323,117,53,63,185
2011,3807,3586,1227,6813,3374,1309,989,253,96,42,52
2012,1434,3077,2767,954,5458,2723,1029,768,201,75,33
2013,2023,1150,2323,2088,747,4382,2198,828,616,160,61
2014,1423,1638,790,1687,1573,575,3479,1750,656,496,127
2015,2222,1111,1166,517,1240,1235,421,2822,1421,534,404
2016,3227,1810,856,863,377,942,982,336,2276,1157,435
2017,1962,2631,1409,608,637,282,730,777,271,1837,934
2018,2414,1565,2022,1042,458,493,212,580,628,221,1491
