"Year","Frep","Low","High","SSB","Low","High","R","Low","High","PredCatch"
1981,0.77896,0.644293918013422,0.941773101740438,17359,15185.3862943431,19843.7415525118,67184,58877.4150776866,76662.5003839647,15757.99
1982,0.64698,0.536500981775292,0.780209421080462,16998,15009.7545982168,19249.6154490311,55939,48635.01058312,64339.9000736737,13328.56
1983,0.76394,0.639048675129417,0.913239235621311,14903,13222.2211988329,16797.4355942256,53191,46333.635483144,61063.2524622266,12702.85
1984,0.84534,0.713843985918956,1.00105867625973,12680,11231.5557674698,14315.2385411892,37979,33000.9797449142,43707.9278296969,12540.06
1985,1.1243,0.963060859934711,1.31253438135332,8999.4,8013.17576903621,10107.0041010396,33327,29008.8384616315,38287.9490493579,11346.5
1986,0.89691,0.755751096923145,1.06443450942395,6993.4,6183.84356727708,7908.93932356303,33325,29132.2339067858,38121.1969035206,7592.525
1987,0.97401,0.825331827527524,1.14947158034853,5904,5235.30082124558,6658.11138464949,25424,22052.242368867,29311.2947512561,6895.15
1988,1.0429,0.889876068868688,1.22223807117628,4890.8,4336.6196299441,5515.79955844741,26511,23210.538489862,30280.7761787598,6090.207
1989,1.0168,0.861320199433456,1.20034598129714,4143,3662.91786223042,4686.00434014326,26100,22921.7700025429,29718.9091385363,5224.967
1990,0.87389,0.734278161484971,1.04004690886565,4052.1,3596.83922245018,4564.9842527059,18562,16115.2312092272,21380.2606693424,4652.878
1991,0.96523,0.820678458931487,1.13524236290181,4265.3,3805.59738767054,4780.53305085331,14723,12701.6528525476,17066.0253052438,5123.925
1992,0.87141,0.730495980656274,1.03950659306544,3937.6,3494.25160915775,4437.20014877156,16627,14520.598344178,19038.9626134686,4056.687
1993,0.92309,0.771520442099681,1.1044362554815,3325.4,2935.69852145149,3766.83269048093,22058,19534.34249988,24907.6908528142,3836.661
1994,0.62533,0.509890333696476,0.766905318767573,3550.3,3149.26557310517,4002.40303569313,18849,16469.5487983462,21572.2243122821,3135.261
1995,0.57319,0.467371259188935,0.702967436787089,4966.8,4438.31781717391,5558.20994714344,19909,17419.9322978794,22753.7210950154,3594.141
1996,0.63393,0.515378420225727,0.77975178845088,5475,4888.08463417365,6132.38665927222,19390,16912.7457253695,22230.1042128264,4143.792
1997,0.76053,0.620754721044495,0.931778464651484,5730.5,5089.98500892594,6451.61629993276,25367,22398.9595916797,28728.3293836125,4714.698
1998,0.63934,0.518454419118828,0.788411903778786,5715.5,5090.12168024395,6417.71303361738,24041,21163.5596847051,27309.6629116556,3757.984
1999,0.6191,0.502859195491957,0.762210999492662,6175.8,5535.89905396759,6889.66783320671,18355,16030.1434135615,21017.0312459574,4041.688
2000,0.71239,0.585498107787526,0.866782497415293,7081.6,6363.44885785535,7880.79855440239,13442,11708.0850972262,15432.6999248414,5420.833
2001,0.83113,0.694113187864723,0.995193707563769,6691.9,5997.88425796018,7466.22036771842,13041,11475.2096952136,14820.4421110436,5645.532
2002,0.74784,0.619325995229244,0.903021461892598,5096.7,4566.83964048177,5688.0365712293,6820.7,5838.78957782885,7967.73849611809,3773.613
2003,0.66122,0.545006900955507,0.802213490569531,4499.3,4036.50038107508,5015.1612978687,6862.3,5879.47025268875,8009.42249320245,3072.273
2004,0.64776,0.52585937609548,0.797918676881811,3727.6,3328.16702642426,4174.9712828952,12349,10893.7221152045,13998.686526725,2322.533
2005,0.56964,0.45542097360359,0.712505019328434,3143.1,2774.94337256451,3560.10061598846,11746,10369.6194761402,13305.0702889779,1841.607
2006,0.7266,0.586456065263723,0.90023377925606,3357.2,2987.33795147021,3772.85463616633,6640.3,5760.08821317222,7655.0188917535,2594.764
2007,0.87372,0.706341202208024,1.08076186977859,3470.5,3089.62309016762,3898.32995756986,5112.4,4427.51224289261,5903.23240821222,2413.299
2008,0.73669,0.591611016726634,0.917346264278191,2663,2355.40163535415,3010.76847937814,5223.2,4553.99371134798,5990.74569910299,1578.269
2009,0.29419,0.22741144837952,0.380577832456189,2173.9,1899.69641177833,2487.68233739836,5464.9,4770.31140733188,6260.62524222167,590.9374
2010,0.16127,0.124678206759646,0.208601114628943,2514.2,2203.28942855282,2868.98378310286,6388.1,5605.3093442702,7280.2086564079,388.8202
2011,0.21583,0.167073618721359,0.278814747992555,3131.7,2757.47883870806,3556.70721832087,4985.7,4300.81347027536,5779.65184070364,584.9889
2012,0.24374,0.188648452382374,0.314920089986122,3510.2,3097.74514738692,3977.5718962529,3903.2,3292.84545568048,4626.68851151765,733.2947
2013,0.4548,0.348778316283276,0.593050170676331,3663.1,3204.46146305973,4187.3811761143,3176.8,2589.20420494605,3897.74519163903,1273.58
2014,0.36636,0.270707429611057,0.495810734832221,3018.1,2551.26381750957,3570.35895209446,8997.9,7481.45724698128,10821.7158418793,841.2306
2015,0.28315,0.209537910316428,0.382622516273678,2919.6,2395.07724066546,3558.99342838381,11078,8719.28147661149,14074.7932417583,769.2703
2016,0.20965,0.156315061581455,0.281182901092972,3387.7,2772.3016654919,4139.70508074693,18807,13278.9152914213,26636.4564603033,686.4718
