North Sea Cod Survey GAM Index Q1 and Q3 calculated 19 Apr 2017
102
IBTS_Q1_gam
1983	2017	
1	1	0	0.25	
1	5	
1	4220.40	15101.08	1669.72	945.50	382.28	392.64
1	12660.51	5915.62	2279.16	459.18	420.66	186.86
1	587.27	15264.49	2031.00	790.08	220.93	274.31
1	12460.11	2580.00	3284.99	976.50	411.11	232.25
1	5117.07	14854.48	720.47	775.19	209.36	201.54
1	2668.20	3628.00	3352.98	193.71	337.02	218.21
1	9911.68	3455.08	2549.55	1153.73	166.94	241.31
1	2003.38	7615.62	1110.60	427.35	463.34	84.66
1	1688.78	2274.51	1878.34	497.87	266.58	266.17
1	9397.05	3083.54	715.68	497.83	157.39	68.24
1	3256.91	8071.12	954.55	337.85	249.70	76.59
1	6977.64	2167.19	1531.42	469.75	230.70	126.39
1	7097.39	9278.19	1752.55	507.37	182.70	73.88
1	1821.62	4133.20	2278.84	382.63	255.43	69.51
1	15374.10	2941.05	1172.68	521.77	151.57	108.36
1	653.10	9956.82	1146.76	476.48	285.73	108.92
1	1409.37	522.93	4045.88	565.34	283.97	103.18
1	3521.01	2086.36	496.52	930.09	172.98	107.89
1	848.19	3799.07	845.31	153.97	147.06	56.05
1	2856.21	1543.76	1549.78	242.85	56.80	60.21
1	357.56	1972.47	694.90	463.85	154.92	31.79
1	2782.35	1237.20	1110.21	182.56	182.58	70.44
1	1091.43	1460.96	475.74	386.57	68.45	109.37
1	3880.07	872.16	745.96	149.54	86.01	57.64
1	1440.08	2630.81	686.85	223.91	85.20	66.39
1	2272.94	1065.76	1164.62	282.91	196.82	50.76
1	1067.80	1759.51	805.16	381.55	123.54	73.36
1	2855.36	1599.71	1131.84	314.15	201.29	82.18
1	763.52	2904.98	605.13	330.66	209.76	136.07
1	1545.33	1537.66	1870.05	412.38	224.30	80.96
1	1623.41	1395.38	756.53	555.35	367.33	100.03
1	2664.20	1721.43	740.43	284.46	345.36	116.84
1	1672.34	3569.38	1244.41	445.51	195.97	163.35
1	945.56	1089.25	1903.08	618.92	346.68	136.67
1	8423.64	903.10	1246.49	1084.51	581.00	149.33
IBTS_Q3_gam	
1992	2016	
1	1	0.5	0.75	
1	4	
1	17081.60	1666.24	379.69	337.26	117.71	42.86
1	4431.27	4364.14	595.43	122.81	91.54	7.68
1	17526.64	2254.95	939.10	159.35	43.94	35.51
1	9506.04	6772.28	710.37	299.90	34.23	18.85
1	5070.50	2895.85	1082.55	173.84	141.43	12.65
1	29598.54	1981.85	731.26	264.97	51.66	37.40
1	914.07	8896.76	713.86	191.80	117.62	41.88
1	3427.58	472.96	2453.00	152.39	41.83	18.11
1	6483.26	946.43	115.56	334.77	37.94	33.38
1	1408.58	2162.29	373.44	75.50	58.17	36.55
1	3989.91	874.65	759.18	191.76	52.22	24.32
1	988.76	1279.93	247.11	176.27	85.65	59.36
1	3214.66	778.98	479.20	92.26	69.92	24.53
1	1103.80	741.99	285.82	117.04	25.98	44.90
1	5571.79	708.41	603.26	117.52	29.42	17.24
1	1890.11	2340.89	435.15	171.45	99.38	46.17
1	2503.93	1201.73	1113.89	222.17	121.23	31.43
1	1966.83	969.76	296.28	236.18	52.55	25.80
1	4655.00	1691.04	544.13	178.92	110.86	22.46
1	1232.77	2822.04	871.38	362.63	103.88	98.37
1	2130.48	993.82	1236.00	367.43	102.12	18.50
1	3204.62	1059.63	499.35	517.80	139.06	63.33
1	3496.81	1477.29	610.79	293.73	194.52	94.88
1	1899.50	3113.62	1082.07	459.08	136.91	134.33
1	1449.41	1151.48	1703.03	830.31	200.77	132.24
