Year,	R(age 1),	Low,	High,	SSB,	Low,	High,	Fbar(5-7),	Low,	High,	Catch,	Low,	High
1971,	121,	59,	250,	19257,	12536,	29580,	0.618,	0.446,	0.856,	10787,	6913,	16831
1972,	14944,	7483,	29842,	12898,	8140,	20437,	0.551,	0.389,	0.782,	6143,	3867,	9759
1973,	67894,	33159,	139014,	12899,	8737,	19044,	0.501,	0.344,	0.73,	4500,	3013,	6721
1974,	13609,	6758,	27405,	24912,	16283,	38113,	0.345,	0.231,	0.516,	5928,	3952,	8892
1975,	11375,	5543,	23341,	32598,	21341,	49794,	0.304,	0.203,	0.453,	6974,	4568,	10645
1976,	126357,	63075,	253132,	34346,	23246,	50748,	0.253,	0.167,	0.384,	6319,	4244,	9409
1977,	6305,	3126,	12714,	68480,	43991,	106602,	0.245,	0.162,	0.371,	12532,	8293,	18938
1978,	1083,	540,	2170,	118500,	73560,	190896,	0.269,	0.18,	0.402,	22627,	14233,	35972
1979,	22299,	10862,	45777,	104121,	66111,	163985,	0.268,	0.178,	0.402,	22581,	14300,	35659
1980,	6572,	3296,	13104,	80315,	54309,	118774,	0.363,	0.247,	0.533,	22951,	15341,	34335
1981,	6164,	3088,	12305,	72280,	49588,	105356,	0.382,	0.26,	0.561,	22732,	15534,	33266
1982,	1947,	1036,	3659,	52323,	36607,	74787,	0.394,	0.269,	0.578,	18347,	12828,	26240
1983,	3507,	1779,	6913,	42186,	29140,	61072,	0.41,	0.28,	0.6,	14896,	10390,	21356
1984,	18251,	9263,	35960,	25469,	17690,	36666,	0.428,	0.293,	0.626,	9806,	6913,	13909
1985,	800,	384,	1668,	20576,	14716,	28770,	0.406,	0.277,	0.594,	7479,	5423,	10314
1986,	11728,	6605,	20823,	20663,	14765,	28919,	0.352,	0.241,	0.513,	5770,	4175,	7974
1987,	450,	209,	969,	20249,	14564,	28153,	0.362,	0.25,	0.525,	6053,	4336,	8451
1988,	6995,	3916,	12497,	17476,	12656,	24131,	0.372,	0.26,	0.534,	5141,	3704,	7136
1989,	314,	176,	560,	15304,	11289,	20748,	0.402,	0.286,	0.566,	5136,	3746,	7040
1990,	4118,	2333,	7269,	19378,	14018,	26787,	0.443,	0.316,	0.62,	6788,	4840,	9520
1991,	2662,	1515,	4678,	18521,	13177,	26033,	0.479,	0.343,	0.671,	7053,	4957,	10035
1992,	8907,	5039,	15746,	13027,	9420,	18014,	0.5,	0.353,	0.71,	5339,	3808,	7485
1993,	12522,	7079,	22150,	11870,	8686,	16222,	0.424,	0.294,	0.612,	4103,	2986,	5637
1994,	8107,	4568,	14388,	17752,	12777,	24664,	0.318,	0.216,	0.468,	4158,	3024,	5717
1995,	7053,	3959,	12565,	22734,	16092,	32117,	0.184,	0.122,	0.278,	3161,	2243,	4454
1996,	7180,	4016,	12835,	33008,	23348,	46664,	0.145,	0.095,	0.22,	3816,	2710,	5374
1997,	11829,	6623,	21125,	37304,	26597,	52323,	0.129,	0.085,	0.195,	4055,	2910,	5650
1998,	6846,	3827,	12248,	45017,	32407,	62533,	0.123,	0.082,	0.184,	4854,	3534,	6667
1999,	21018,	11718,	37700,	53293,	38585,	73607,	0.109,	0.073,	0.165,	4911,	3604,	6693
2000,	11268,	6284,	20204,	72376,	52435,	99900,	0.113,	0.075,	0.169,	6931,	5109,	9403
2001,	37778,	21127,	67552,	86435,	62376,	119774,	0.124,	0.084,	0.185,	8899,	6566,	12061
2002,	3280,	1836,	5863,	103838,	74636,	144465,	0.13,	0.087,	0.195,	11641,	8570,	15814
2003,	1324,	732,	2392,	121386,	86361,	170617,	0.136,	0.09,	0.206,	13851,	10096,	19003
2004,	316977,	174772,	574888,	110829,	77305,	158891,	0.156,	0.103,	0.236,	14427,	10342,	20126
2005,	6511,	3451,	12285,	113688,	78687,	164257,	0.155,	0.102,	0.237,	15414,	11032,	21536
2006,	25443,	13624,	47517,	144440,	96746,	215644,	0.152,	0.099,	0.232,	18026,	12381,	26245
2007,	6215,	3479,	11103,	159356,	105233,	241317,	0.151,	0.1,	0.23,	19486,	13037,	29127
2008,	6730,	3773,	12004,	155392,	101690,	237452,	0.146,	0.096,	0.222,	20662,	13639,	31302
2009,	4867,	2705,	8758,	130315,	84956,	199891,	0.165,	0.109,	0.25,	20798,	13581,	31852
2010,	7222,	4007,	13015,	110617,	69245,	176709,	0.189,	0.123,	0.291,	20226,	12842,	31856
2011,	261128,	144022,	473452,	67146,	41464,	108734,	0.19,	0.122,	0.297,	12334,	7926,	19193
2012,	52749,	27636,	100681,	53821,	34260,	84552,	0.173,	0.11,	0.274,	8575,	5754,	12779
2013,	25640,	13524,	48611,	92156,	58453,	145291,	0.165,	0.104,	0.262,	12984,	8504,	19824
2014,	1597567,	866870,	2944180,	124214,	80160,	192480,	0.175,	0.11,	0.279,	15962,	10534,	24187
2015,	64461,	32778,	126766,	151173,	98588,	231807,	0.155,	0.095,	0.252,	21939,	14940,	32218
2016,	114771,	53952,	244154,	308492,	189082,	503313,	0.133,	0.078,	0.228,	36011,	22691,	57150
