Year,	R(age 1),	Low,	High,	SSB,	Low,	High,	Fbar(5-7),	Low,	High,	Catch,	Low,	High
1931,	68416,	30007,	155991,	84414,	60929,	116952,	0.859,	0.608,	1.215,	57015,	37296,	87161
1932,	35859,	16072,	80010,	83882,	57912,	121500,	0.754,	0.555,	1.023,	47676,	32645,	69627
1933,	45957,	20616,	102445,	73622,	51559,	105126,	0.757,	0.562,	1.022,	40914,	27976,	59836
1934,	67594,	30341,	150586,	63037,	45136,	88036,	0.68,	0.504,	0.919,	31779,	22173,	45547
1935,	104548,	46719,	233957,	68311,	49318,	94619,	0.71,	0.53,	0.95,	37772,	26573,	53691
1936,	93103,	41709,	207823,	80602,	57465,	113053,	0.724,	0.543,	0.966,	42330,	29516,	60707
1937,	146565,	65629,	327314,	85862,	61295,	120276,	0.763,	0.57,	1.02,	48622,	33860,	69820
1938,	114598,	51244,	256278,	97726,	69371,	137670,	0.733,	0.546,	0.984,	54193,	37552,	78209
1939,	81512,	36559,	181736,	113457,	78183,	164647,	0.722,	0.537,	0.97,	57081,	38600,	84412
1940,	183506,	81945,	410940,	111058,	78076,	157972,	0.711,	0.529,	0.955,	57642,	39345,	84447
1941,	120991,	54263,	269774,	117162,	83634,	164130,	0.754,	0.559,	1.016,	62245,	43319,	89440
1942,	51253,	22963,	114397,	120709,	83458,	174587,	0.723,	0.531,	0.984,	62222,	42134,	91888
1943,	9436,	4175,	21325,	111810,	76448,	163530,	0.665,	0.484,	0.914,	52727,	35443,	78441
1944,	34173,	15246,	76594,	93419,	64537,	135226,	0.631,	0.458,	0.869,	47157,	31839,	69846
1945,	41371,	18534,	92351,	79644,	56724,	111825,	0.636,	0.465,	0.872,	41766,	28843,	60479
1946,	69118,	31012,	154044,	77991,	56391,	107864,	0.639,	0.471,	0.867,	38534,	27228,	54534
1947,	38569,	17289,	86042,	77983,	56592,	107459,	0.703,	0.522,	0.947,	41974,	29833,	59056
1948,	26720,	11982,	59584,	77062,	54177,	109615,	0.713,	0.53,	0.959,	40306,	27841,	58351
1949,	92563,	41526,	206328,	66854,	47457,	94179,	0.725,	0.538,	0.978,	36562,	25241,	52962
1950,	39209,	17536,	87667,	65595,	46920,	91701,	0.698,	0.516,	0.945,	33545,	23568,	47744
1951,	111988,	50071,	250473,	73519,	49785,	108567,	0.711,	0.521,	0.972,	38248,	25635,	57066
1952,	37249,	13746,	100935,	79651,	55559,	114191,	0.636,	0.461,	0.877,	36696,	25189,	53459
1953,	173921,	77238,	391628,	82915,	56775,	121089,	0.587,	0.424,	0.815,	35167,	23768,	52033
1954,	40972,	18227,	92100,	94372,	65003,	137011,	0.54,	0.386,	0.755,	37800,	26017,	54921
1955,	53985,	23950,	121684,	112174,	73608,	170946,	0.506,	0.359,	0.713,	43548,	28834,	65772
1956,	34229,	15117,	77504,	109524,	75581,	158711,	0.524,	0.371,	0.741,	44512,	30604,	64742
1957,	29708,	13056,	67597,	102283,	71273,	146785,	0.512,	0.359,	0.731,	41574,	29036,	59524
1958,	49558,	21919,	112045,	95297,	66999,	135547,	0.465,	0.324,	0.668,	35580,	25220,	50195
1959,	80203,	35353,	181951,	97894,	69463,	137962,	0.428,	0.298,	0.615,	33640,	24103,	46951
1960,	104827,	46655,	235530,	115691,	82437,	162360,	0.406,	0.284,	0.581,	38324,	27655,	53108
1961,	37259,	16725,	83002,	147691,	103444,	210866,	0.409,	0.289,	0.579,	46210,	32695,	65311
1962,	36514,	16707,	79807,	159681,	111115,	229475,	0.457,	0.33,	0.635,	55705,	38789,	79998
1963,	272786,	128639,	578459,	148045,	106195,	206389,	0.536,	0.395,	0.727,	62716,	43932,	89531
1964,	730370,	371587,	1435571,	163717,	122696,	218454,	0.646,	0.485,	0.861,	76791,	55440,	106364
1965,	73278,	36157,	148508,	261403,	185294,	368773,	0.832,	0.626,	1.106,	146900,	100815,	214050
1966,	5050,	2569,	9926,	261648,	175529,	390020,	0.824,	0.62,	1.094,	145380,	95081,	222290
1967,	30470,	15234,	60945,	140490,	95659,	206331,	0.745,	0.558,	0.996,	78857,	51997,	119593
1968,	360,	181,	716,	83016,	57153,	120581,	0.709,	0.525,	0.958,	50168,	33253,	75688
1969,	669,	341,	1315,	50128,	34205,	73462,	0.595,	0.434,	0.817,	27545,	18144,	41817
1970,	4957,	2506,	9807,	28732,	18819,	43868,	0.572,	0.417,	0.785,	16267,	10466,	25284
