"","R","Low","High","SSB","Low","High","Catch","Low","High","Fbar","Low","High"
"1982",10574.6650624966,8087.55978730521,13706.1638256061,23598.0939054403,19675.5644963463,29130.4353265761,15217.057074357,11715.6738906586,19654.8025467423,0.566615168992349,0.312837963889155,1.23353186409579
"1983",10754.909333257,8340.15948206867,14062.9949196847,20074.9731640658,16603.9449248244,24718.1720927728,16127.5070866972,13332.6770328722,19684.0127378426,0.546551461029278,0.368231978856087,0.902333579916468
"1984",9489.97116928728,7353.05715554013,12194.3773889097,16939.2208662929,13834.8992317881,21393.0788314613,15459.9026139891,12817.0976780527,18710.0540648803,0.56977086085311,0.40460759428691,0.944142127732476
"1985",8246.35735340095,6416.69298389991,10440.0762782107,14242.297517706,11306.022780771,18428.4625697331,13383.6718329471,11427.8567489612,15474.9185563441,0.599626311225106,0.439039941010483,0.913084499411852
"1986",11379.1032791295,8899.30492370901,14257.6667003279,12708.4657047697,9979.63265022864,16732.9030519749,11184.5260794889,9542.08751410698,13339.9599154525,0.610868439225776,0.442451839841387,0.938330717431075
"1987",13889.0066201824,11016.2108761869,17666.4047756548,11763.8479147948,9240.28158702384,15336.5092852226,9856.3765865641,8364.07349221279,11844.0156923087,0.61790612854341,0.448379699650881,1.00893396565386
"1988",27839.9833964884,22656.5699614276,36164.7492248941,11660.8321328916,9613.05000425746,14532.7487983312,9713.25812828714,8307.10028027281,11655.6449005542,0.642290216613358,0.48676278189805,0.95204010192748
"1989",3581.15795160024,2811.75702352283,4705.26784150492,15662.1047647527,13009.0099573146,19396.4254935983,13883.7211646426,11297.4456915629,16854.879778517,0.742667581956657,0.559114678978531,1.04448673669534
"1990",4137.84129609546,3192.94487460174,5392.87460006679,19734.7274642708,16838.9574813989,23384.7354564312,17721.3818437623,14736.738194209,21790.5586240431,1.04303980560966,0.764618600093947,1.47625787987286
"1991",6089.31228514001,4777.51383403828,7704.92290071442,16459.5703538321,14045.5208876338,19523.3466236777,18060.8094098028,14847.1409948106,22137.463836467,1.62743180729112,1.2075798491685,2.44784426148459
"1992",7636.32094274756,6004.30047389615,10002.408807924,10537.4278230994,8944.38129014902,12530.7017084066,11015.2147497296,9275.98384271145,12817.0161358372,1.85757174094872,1.21028566432256,3.37225457433246
"1993",10701.1063376673,8400.72291944801,13668.363238431,7507.68089635311,6317.1530498274,9020.05200944425,8574.97244522392,7180.66528476394,9988.16742058752,1.2866991828823,0.80449092233328,2.51858354427546
"1994",3222.89984691012,2496.96701389114,4074.68482478344,7592.37110798865,6213.9279743151,9249.27581001621,7695.96717903149,6288.55315463536,9414.4420055034,0.789536859243826,0.491959799184924,1.66411424105804
"1995",3861.91485355289,3011.98851379714,4894.57553884973,9736.40197654919,7859.43406282849,12253.4724644996,8431.29668039408,6987.21292881648,10157.3850391331,0.489107961724648,0.303994864059169,1.00696604774593
"1996",3369.18833260548,2628.59515180689,4350.51992462879,10575.0125504113,8078.20732923951,13706.7840490476,6652.49343036714,5446.21768539432,8108.54540646939,0.307653140500948,0.184853557334213,0.560694260322865
"1997",5635.19516373336,4447.49283614851,7240.21255045408,10549.0779270742,7987.28998577764,13770.8269471061,4621.09197029488,3894.00188036388,5585.98339713696,0.211751935945485,0.134032905787138,0.356445586544656
"1998",4621.99529199603,3596.60663364903,5881.4945264051,11492.9155301884,8414.28914643392,15211.2645542851,3537.34941192141,2992.93844630685,4202.56471033974,0.166707983986528,0.108695882629025,0.250447423061959
"1999",9764.05457060427,7581.10346380548,12636.8569606766,13765.0302684991,10310.7839297292,18202.9913654734,3461.3178000936,2855.52208544332,4150.77380679213,0.149782435446071,0.0991035373575322,0.221141358874374
"2000",6145.48647447216,4750.0450352866,7787.33765117428,16051.4412172081,12352.5683989235,20622.7785583827,4763.77993762783,3996.86836375282,5586.58364097373,0.149238496161664,0.100177354241607,0.216870523308653
"2001",1128.26310976942,868.690930192879,1448.625051062,24198.8251826964,18565.7419589784,31100.0650388985,6286.50746475694,5151.62958977096,7682.67657949581,0.158264607654718,0.107109376551684,0.230166841442865
"2002",6462.35925558323,5074.6987711739,8307.49214422233,27624.3636393243,21026.0677550007,36491.5517856595,7638.93321557531,6318.58483383743,9188.83380742804,0.177353237194019,0.11693053715976,0.267488128867537
"2003",2166.97438516738,1665.25768868571,2727.33586587351,25715.1422359411,18571.0768063784,34863.7658787146,7090.35667617065,5940.69379030179,8595.65102906374,0.201511963888871,0.128106830533021,0.325376207817469
"2004",7509.95152057972,5804.61775719444,9439.01281804193,25685.0406523687,17515.8577259421,36204.6997413169,6613.70420879867,5510.22258037274,8322.87496184281,0.216160189002936,0.126600175515763,0.374009596816792
"2005",4365.02343823964,3384.66289587256,5452.0670996649,24122.3535999834,15424.0869432187,35354.0775988157,5076.76646873235,4230.78522646073,6083.93681936056,0.197321537498078,0.120318644144919,0.321768052971984
"2006",7822.56544181837,6125.328389078,9872.65632016065,24054.253645984,15253.0386086118,35339.9146689627,4271.1691780786,3521.95594561892,5206.34989704683,0.175941440665106,0.108915865576409,0.287869771259856
"2007",5529.44373217593,4423.58410094031,7010.65471908756,28957.2426363443,18545.8537078302,42240.6073422336,5499.8604812662,4555.22887796891,6591.15609132665,0.177912367195417,0.113556330377879,0.273159089382132
"2008",3593.2077084756,2869.01304124958,4616.27996623993,31103.9058290466,20780.0485917905,44294.1093126706,6697.10120575685,5587.40305458114,8160.22911401053,0.193319025886765,0.132578536309403,0.301303065394055
