"","year","fleet","age","logObs","pred","predSd"
"1",2014,"NEFSC_Spring",1,2.26176310659879,4.8629777698668,1.02845601514911
"2",2014,"NEFSC_Spring",2,3.54095934899384,4.25826683107129,0.999620212589261
"3",2014,"NEFSC_Spring",3,4.96703182109879,5.59021174447121,0.994061092495606
"4",2014,"NEFSC_Spring",4,6.00141486692155,5.04994263735636,1.01562985117374
"5",2014,"NEFSC_Spring",5,5.32739055541305,4.42345116835659,1.07257130720676
"6",2014,"NEFSC_Spring",6,4.01277298315758,4.27605849236758,1.07395060948204
"7",2014,"NEFSC_Spring",7,4.00369018795032,3.86208254173689,1.04096360464944
"8",2015,"NEFSC_Spring",1,3.89995038882546,5.01114181354233,1.06829448816562
"9",2015,"NEFSC_Spring",2,7.18500837978572,5.82997698692152,1.02210857422051
"10",2015,"NEFSC_Spring",3,7.48818148757512,4.96841891903367,1.00838585846204
"11",2015,"NEFSC_Spring",4,7.93465678862511,5.76243737095121,1.03563962473337
"12",2015,"NEFSC_Spring",5,6.03715470718798,4.62489262145062,1.12008920469168
"13",2015,"NEFSC_Spring",6,4.80811079279292,3.77356555048099,1.16683218864447
"14",2015,"NEFSC_Spring",7,3.73528580859874,3.65182236919028,1.11437295097537
"15",2016,"NEFSC_Spring",1,4.563272500161,5.08358526248453,1.12249803084786
"16",2016,"NEFSC_Spring",2,5.33606115599971,5.98578919951934,1.06281339056417
"17",2016,"NEFSC_Spring",3,7.58940332950102,6.58918516506261,1.02346405784137
"18",2016,"NEFSC_Spring",4,5.76233225961989,5.30561716596593,1.02422577420285
"19",2016,"NEFSC_Spring",5,5.8653008165965,5.58055322434849,1.08406423915215
"20",2016,"NEFSC_Spring",6,2.07940792951495,4.17147232045098,1.18178553286351
"21",2016,"NEFSC_Spring",7,2.24067614047916,3.19299312365394,1.20295687236539
"22",2014,"NEFSC_Fall",1,6.42271055160595,5.78047208218344,0.941362509182
"23",2014,"NEFSC_Fall",2,6.30750247459405,4.83684703297328,0.918470603326027
"24",2014,"NEFSC_Fall",3,6.27150598622151,5.62910558849494,0.930393378927706
"25",2014,"NEFSC_Fall",4,5.6429213092968,4.50483215270986,0.992859097525812
"26",2014,"NEFSC_Fall",5,3.24254287955868,3.56994578034989,1.06436443038021
"27",2015,"NEFSC_Fall",1,1.85629771224059,5.91085598657707,0.981948049673432
"28",2015,"NEFSC_Fall",2,5.2796440006711,6.42354606692547,0.939456592277042
"29",2015,"NEFSC_Fall",3,4.55492901056081,5.09852577939617,0.932197729456758
"30",2015,"NEFSC_Fall",4,5.3181200830599,5.34597037334585,0.986550739674487
"31",2015,"NEFSC_Fall",5,4.48074005438228,3.92356828106979,1.09640448497738
"32",2016,"NEFSC_Fall",1,1.16315053168064,5.99593290774544,1.04203822109788
"33",2016,"NEFSC_Fall",2,4.5507550425388,6.55482208709334,0.980647017083404
"34",2016,"NEFSC_Fall",3,7.38260091474,6.75182804282338,0.945918246874695
"35",2016,"NEFSC_Fall",4,5.7611488887052,4.96411347816616,0.951987989733203
"36",2016,"NEFSC_Fall",5,5.88141143773982,4.91086330287015,1.03983054373615
"37",2014,"MADMF_Spring",1,5.31197263523911,6.65083643295476,1.01271665981973
"38",2014,"MADMF_Spring",2,3.89206594548786,4.77050874755449,0.98932076942851
"39",2014,"MADMF_Spring",3,4.72141957572165,4.93884970760881,0.987705145975859
"40",2014,"MADMF_Spring",4,3.24673655843985,3.47571801524053,1.01468888793939
"41",2014,"MADMF_Spring",5,2.37979155836303,2.22276396533492,1.06971642429309
"42",2014,"MADMF_Spring",6,1.90235301253139,1.7911294365195,1.0664133758976
"43",2015,"MADMF_Spring",1,4.25703019152469,6.79093898580155,1.05495787908484
"44",2015,"MADMF_Spring",2,4.06560208066348,6.34550231215505,1.00941190768184
"45",2015,"MADMF_Spring",3,4.03246897836215,4.3191269875537,1.00038957620763
"46",2015,"MADMF_Spring",4,4.02356452434709,4.20731587748672,1.03149134561026
"47",2015,"MADMF_Spring",5,1.52605619914722,2.48645392556834,1.11546249584952
"48",2015,"MADMF_Spring",6,0.559709553824979,1.30860603040963,1.15775826631363
"49",2016,"MADMF_Spring",1,0.559709553824979,6.86807653511281,1.11391845341668
"50",2016,"MADMF_Spring",2,2.59525461591209,6.49450347927647,1.05206913797151
"51",2016,"MADMF_Spring",3,3.92986299487278,5.93615279464799,1.01434420691938
"52",2016,"MADMF_Spring",4,1.87180214397851,3.75987609207435,1.01552014420051
"53",2016,"MADMF_Spring",5,2.11625582203142,3.42740727135698,1.07628913347571
"54",2016,"MADMF_Spring",6,0.559709553824979,1.68545391975665,1.17284340989631
