Year,	R(age 1),	Low,	High,	SSB,	Low,	High,	Fbar(5-7),	Low,	High,	Catch,	Low,	High
1970,	14711,	8391,	25791,	30594,	23134,	40460,	0.469,	0.297,	0.741,	11244,	7769,	16272
1971,	12059,	6883,	21128,	30307,	22996,	39944,	0.38,	0.248,	0.582,	10168,	7427,	13921
1972,	20869,	11343,	38394,	42800,	32019,	57211,	0.308,	0.201,	0.471,	11992,	8754,	16428
1973,	6756,	3621,	12603,	44248,	33797,	57931,	0.266,	0.173,	0.409,	9531,	6772,	13414
1974,	5199,	2692,	10040,	45150,	34646,	58839,	0.241,	0.156,	0.372,	10549,	7603,	14638
1975,	7563,	3988,	14345,	57027,	43600,	74588,	0.237,	0.154,	0.366,	11691,	8368,	16335
1976,	7488,	4165,	13459,	65476,	49597,	86439,	0.165,	0.104,	0.262,	9178,	6479,	13001
1977,	7744,	4230,	14174,	62531,	47342,	82593,	0.208,	0.134,	0.324,	11272,	7978,	15926
1978,	3511,	1912,	6446,	57851,	44300,	75547,	0.281,	0.182,	0.432,	13875,	9829,	19587
1979,	5111,	2904,	8995,	53043,	41173,	68334,	0.335,	0.224,	0.501,	13926,	10065,	19267
1980,	10991,	6123,	19728,	46645,	36335,	59882,	0.415,	0.281,	0.612,	15478,	11190,	21409
1981,	8063,	4548,	14293,	42495,	32771,	55105,	0.526,	0.356,	0.778,	17433,	12651,	24023
1982,	6144,	3414,	11057,	38854,	29870,	50542,	0.481,	0.327,	0.707,	15022,	10982,	20549
1983,	11506,	6498,	20376,	39275,	30132,	51194,	0.447,	0.305,	0.655,	13973,	10024,	19477
1984,	8858,	5085,	15432,	37480,	29028,	48394,	0.457,	0.313,	0.668,	13510,	9574,	19063
1985,	9382,	5291,	16635,	40192,	31314,	51587,	0.513,	0.357,	0.739,	17094,	12090,	24168
1986,	10702,	6089,	18812,	39794,	31089,	50937,	0.527,	0.367,	0.758,	17035,	12126,	23932
1987,	9567,	5425,	16869,	36646,	28631,	46904,	0.558,	0.389,	0.8,	15712,	11229,	21985
1988,	15251,	8325,	27937,	30817,	24151,	39323,	0.582,	0.403,	0.84,	12796,	9267,	17668
1989,	5798,	3224,	10426,	28306,	21916,	36560,	0.58,	0.396,	0.85,	11244,	8082,	15644
1990,	4194,	2376,	7404,	25734,	19967,	33168,	0.475,	0.32,	0.706,	9170,	6475,	12986
1991,	9617,	5442,	16996,	26636,	20699,	34276,	0.451,	0.297,	0.685,	8939,	6302,	12679
1992,	16450,	8916,	30349,	23187,	17849,	30121,	0.414,	0.267,	0.642,	8156,	5748,	11572
1993,	13081,	7228,	23672,	18810,	14478,	24438,	0.371,	0.238,	0.581,	6571,	4543,	9505
1994,	5537,	3098,	9897,	15255,	11886,	19579,	0.367,	0.232,	0.58,	5393,	3724,	7811
1995,	9029,	4945,	16487,	15267,	11744,	19847,	0.335,	0.212,	0.531,	4938,	3519,	6930
1996,	13730,	7325,	25735,	19772,	15006,	26052,	0.295,	0.187,	0.465,	4352,	3119,	6074
1997,	9748,	5259,	18070,	23240,	17611,	30667,	0.266,	0.167,	0.423,	5158,	3584,	7423
1998,	17678,	9556,	32702,	24027,	18490,	31222,	0.303,	0.187,	0.488,	6831,	4650,	10034
1999,	28044,	14827,	53042,	23429,	18047,	30416,	0.296,	0.184,	0.477,	6162,	4237,	8962
2000,	31029,	15316,	62864,	23992,	18379,	31319,	0.278,	0.173,	0.447,	5407,	3764,	7765
2001,	7766,	4305,	14007,	29209,	22286,	38282,	0.249,	0.154,	0.403,	5976,	4169,	8567
2002,	6794,	3742,	12336,	34555,	25829,	46231,	0.189,	0.114,	0.312,	5183,	3636,	7386
2003,	3951,	2081,	7502,	36560,	27143,	49245,	0.153,	0.091,	0.256,	5889,	4071,	8518
2004,	8118,	4348,	15157,	35600,	26584,	47674,	0.136,	0.082,	0.228,	6691,	4574,	9790
2005,	4805,	2670,	8646,	35094,	26490,	46494,	0.115,	0.069,	0.193,	7143,	4774,	10687
2006,	5651,	3198,	9985,	31660,	24068,	41647,	0.112,	0.068,	0.186,	7337,	4865,	11065
2007,	6168,	3576,	10640,	31796,	24422,	41395,	0.138,	0.087,	0.22,	8448,	5757,	12396
2008,	8066,	4535,	14348,	32276,	24893,	41849,	0.166,	0.105,	0.263,	10247,	6895,	15230
2009,	6480,	3589,	11700,	27334,	21088,	35431,	0.201,	0.129,	0.313,	8112,	5524,	11913
2010,	7807,	4139,	14725,	25307,	19613,	32655,	0.233,	0.151,	0.358,	7103,	4994,	10102
2011,	10966,	5814,	20681,	25702,	19789,	33382,	0.288,	0.188,	0.442,	8074,	5663,	11513
2012,	16828,	8878,	31898,	22718,	17569,	29376,	0.324,	0.213,	0.493,	7815,	5477,	11151
2013,	12524,	6454,	24303,	19583,	15207,	25217,	0.407,	0.263,	0.628,	7593,	5336,	10805
2014,	23467,	10859,	50714,	18102,	13441,	24380,	0.391,	0.239,	0.641,	5556,	4000,	7717
2015,	13887,	5699,	33841,	23789,	15942,	35497,	0.302,	0.165,	0.553,	4536,	3266,	6300
2016,	8772,	2699,	28504,	30946,	18990,	50430,	0.216,	0.101,	0.46,	4317,	2928,	6365
