year,	fleet,	age,	logObs,	pred,	predSd
2014,	2,	1,	-1.9741452044094,	-1.91748631602433,	1.5201331661038
2014,	2,	2,	-3.89236519479386,	-2.25645967196058,	1.4924482735608
2014,	2,	3,	-1.16939409847646,	-1.764086371311,	1.47996416300697
2014,	2,	4,	-0.779939488935947,	-2.26505919995514,	1.47294126951036
2014,	2,	5,	-1.17715117011783,	-2.66522922608996,	1.46807395210977
2014,	2,	6,	-4.29783009947553,	-2.95342772498196,	1.46471458289895
2014,	2,	7,	-2.65655157596971,	-3.11812111189716,	1.46569301721984
2014,	2,	8,	-3.8214130315331,	-3.06424280473631,	1.47619521930305
2014,	2,	9,	-3.19432775108891,	-3.5993394128824,	1.497903721753
2014,	3,	1,	0.269423148375237,	-2.05169029957038,	1.82137349550895
2014,	3,	2,	1.81524850750278,	-2.16770564427924,	1.79642164501703
2014,	3,	3,	1.27662899504471,	-2.07194220144148,	1.78597675733232
2014,	3,	4,	-1.49794412709384,	-2.32083316846951,	1.77990004052548
2014,	3,	5,	-2.64422816153627,	-2.76426058982471,	1.77735897115591
2014,	3,	7,	-5.44829293797447,	-3.85340838480357,	1.78576170529462
2015,	2,	1,	-4.16727726356766,	-2.27423982906434,	2.29970021119016
2015,	2,	2,	-2.09512018803553,	-1.75331749416379,	2.28093281195854
2015,	2,	3,	-2.61219323374072,	-2.09152880094503,	2.26364102009055
2015,	2,	4,	-1.9743630410181,	-1.91330961412062,	2.25570778155898
2015,	2,	5,	-1.22760367469079,	-2.17801175413656,	2.25201220907825
2015,	2,	6,	-0.923677062197067,	-2.64277772014398,	2.25116423766247
2015,	2,	7,	-1.07975989879277,	-3.43274948635499,	2.2538801157774
2015,	2,	8,	-0.459386194017565,	-3.68366023184938,	2.26841006081273
2015,	2,	9,	-1.62187247244401,	-4.0314027056156,	2.30364635978175
2015,	3,	1,	-2.98982164912059,	-2.40756591145052,	1.82825036121702
2015,	3,	2,	0.480377092372746,	-1.66342010033073,	1.80314920112589
2015,	3,	3,	-0.545488941235713,	-2.39795906252147,	1.78081369053241
2015,	3,	4,	-0.978504027990599,	-1.96662032423478,	1.77058513727544
2015,	3,	5,	-2.54472824692208,	-2.26723082352587,	1.76822264145768
2015,	3,	6,	-3.19425481367042,	-3.12933938765872,	1.77321648221692
2015,	3,	7,	-4.62544468902572,	-4.10678906116938,	1.7920311204589
2015,	3,	8,	-3.67307785362601,	-4.66487841324591,	1.84778078305799
2015,	3,	9,	-4.48302417271341,	-5.01262088701214,	1.91591542911667
2016,	2,	2,	-2.19734541537984,	-2.2170988673051,	1.4795722382386
2016,	2,	3,	0.790252964170609,	-1.61238374426804,	1.4495849884651
2016,	2,	4,	0.0895455862337904,	-2.14346477121582,	1.42454745933463
2016,	2,	5,	0.0275941545164922,	-1.83046435980525,	1.41466283991651
2016,	2,	6,	-1.44861622054407,	-2.06231339689973,	1.41749955361934
2016,	2,	7,	-2.67657214027259,	-3.01470794177663,	1.43880727676941
2016,	2,	8,	-3.53703804880065,	-3.78328697750788,	1.49290632388787
2016,	2,	9,	-3.9322464837675,	-4.39237772028213,	1.60828308431929
2016,	3,	1,	-4.40631932593145,	-2.74104531302988,	1.79438205792968
2016,	3,	2,	-0.538196883083536,	-2.12469358591631,	1.75615808813257
2016,	3,	3,	-0.131020276517291,	-1.91623700045687,	1.73086808891311
2016,	3,	4,	-1.76726215570731,	-2.19253875880366,	1.70971867629779
2016,	3,	5,	-3.18447448981754,	-1.90616805452491,	1.70432116885461
2016,	3,	6,	-5.44914021605006,	-2.51159183352172,	1.71500682017099
2016,	3,	8,	-4.89285235010654,	-4.64494410554775,	1.85969952006437
2016,	3,	9,	-5.44914021605006,	-5.25403484832199,	1.98701785592056
