Mean Weight in Stock (kilograms)
1 4
1982 2016 
1 7 
1
0.206 0.199 0.401 0.752 1.054 1.178 1.615
0.127 0.248 0.383 0.603 0.867 1.003 1.34
0.08 0.24 0.403 0.548 0.724 0.893 1.266
0.16 0.282 0.447 0.687 0.907 1.174 1.72
0.168 0.328 0.549 0.704 0.961 1.156 1.589
0.057 0.319 0.505 0.797 1.014 1.167 1.724
0.116 0.231 0.472 0.701 1.071 1.265 1.761
0.09 0.284 0.422 0.732 0.986 1.284 1.742
0.079 0.316 0.466 0.668 0.948 1.268 2.021
0.159 0.298 0.467 0.648 0.922 1.311 1.751
0.106 0.323 0.473 0.667 0.85 1.132 1.465
0.216 0.296 0.495 0.681 0.887 1.184 1.9
0.17 0.363 0.497 0.726 0.901 1.254 1.618
0.255 0.328 0.54 0.633 0.946 1.18 1.652
0.087 0.397 0.57 0.805 1.051 1.333 1.763
0.122 0.316 0.524 0.703 0.972 1.237 1.451
0.152 0.212 0.473 0.611 0.786 1.233 1.829
0.182 0.287 0.387 0.641 0.918 1.33 1.778
0.094 0.353 0.438 0.537 0.918 1.213 1.627
0.2 0.242 0.469 0.67 0.753 1.177 1.821
0.105 0.403 0.478 0.737 0.98 1.188 1.812
0.088 0.308 0.573 0.842 1.136 1.406 1.893
0.143 0.345 0.615 0.863 1.155 1.406 1.781
0.124 0.322 0.569 0.874 1.118 1.425 1.76
0.136 0.361 0.573 0.84 1.175 1.477 1.919
0.129 0.316 0.636 0.874 1.186 1.487 1.984
0.154 0.321 0.532 0.754 0.995 1.216 1.646
0.132 0.31 0.512 0.714 0.92 1.172 1.629
0.397 0.273 0.471 0.685 0.867 1.116 1.563
0.171 0.352 0.452 0.641 0.84 1.041 1.444
0.426 0.363 0.405 0.61 0.766 0.978 1.222
0.19 0.387 0.545 0.603 0.765 0.929 1.265
0.149 0.317 0.484 0.646 0.745 0.882 1.062
0.242 0.372 0.653 0.858 0.969 0.989 1.212
0.155 0.41 0.578 0.832 1.02 1.1 1.201
