Mean Weight in Catch (kilograms)
1 3
1982 2016 
1 7 
1
0.216 0.234 0.444 0.779 1.041 1.228 1.615
0.149 0.26 0.451 0.668 0.899 0.991 1.34
0.11 0.281 0.467 0.585 0.744 0.891 1.266
0.191 0.386 0.522 0.782 1.05 1.366 1.72
0.197 0.392 0.617 0.778 1.029 1.194 1.589
0.081 0.375 0.549 0.868 1.107 1.217 1.724
0.145 0.327 0.51 0.76 1.149 1.323 1.761
0.123 0.355 0.459 0.826 1.076 1.332 1.742
0.11 0.432 0.51 0.757 0.992 1.339 2.021
0.19 0.415 0.479 0.702 0.985 1.438 1.751
0.137 0.386 0.494 0.744 0.906 1.185 1.465
0.246 0.382 0.537 0.758 0.941 1.294 1.9
0.2 0.413 0.543 0.803 0.954 1.38 1.618
0.285 0.387 0.59 0.666 0.999 1.267 1.652
0.12 0.444 0.649 0.892 1.223 1.467 1.763
0.14 0.436 0.554 0.722 1 1.241 1.451
0.178 0.244 0.486 0.631 0.809 1.322 1.829
0.215 0.337 0.452 0.703 1.04 1.569 1.778
0.119 0.416 0.478 0.568 1.003 1.277 1.627
0.238 0.306 0.488 0.75 0.827 1.241 1.821
0.137 0.481 0.554 0.845 1.071 1.34 1.812
0.124 0.404 0.608 0.968 1.254 1.54 1.893
0.175 0.485 0.708 0.97 1.225 1.461 1.781
0.162 0.395 0.6 0.938 1.172 1.498 1.76
0.168 0.472 0.649 0.94 1.267 1.595 1.919
0.162 0.39 0.702 0.965 1.282 1.569 1.984
0.183 0.403 0.59 0.772 1.005 1.195 1.646
0.158 0.37 0.554 0.761 0.975 1.234 1.629
0.385 0.327 0.511 0.735 0.905 1.167 1.563
0.206 0.341 0.504 0.691 0.878 1.091 1.444
0.416 0.438 0.429 0.65 0.793 1.014 1.222
0.216 0.378 0.586 0.676 0.807 0.979 1.265
0.187 0.36 0.526 0.667 0.769 0.909 1.062
0.276 0.467 0.797 1.01 1.098 1.075 1.212
0.205 0.468 0.621 0.844 1.023 1.1 1.201
