"","R","Low","High","SSB","Low","High","Catch","Low","High","Fbar","Low","High"
"1982",19027.3393145672,13907.4126389682,27355.036179739,18736.6485240263,15252.8099541647,23397.5220253977,5255.65366550379,3849.70312766777,7263.36127976292,0.312958350663353,0.231563465740236,0.438238286503689
"1983",10581.7310843605,7881.75412973874,14011.6220676121,16654.3006002504,13593.2475185539,20146.5390351236,9619.05150298178,7612.58071808539,12312.7726639549,0.6578867228557,0.550486508608437,0.8045729217674
"1984",14575.0232529523,11040.8039047018,18504.358674809,10565.7691829407,8716.36583065142,12843.9421997709,8010.89496759764,6221.85644268095,10314.0653040628,0.870763533746902,0.707603934558247,1.08678942228047
"1985",16369.4952784551,12371.1544667887,21741.7600915625,8359.74739738972,6683.99495317189,10210.0876933061,5310.86960788272,4345.79602010615,6469.4353641891,0.736528799380221,0.605640173965665,0.887239086680272
"1986",16233.5544990872,12395.507751691,21758.3455276602,8085.54584031606,6747.03814626683,9794.27043732503,4012.63177445514,3144.36595402871,4935.3168358884,0.642228803742894,0.529078421508905,0.786465102113595
"1987",14406.0225035883,10946.1455961989,18795.1123798076,8102.23549977195,6704.34456461708,9642.02508056796,4669.83837033629,3699.19811811154,5718.80756794894,0.73544790113151,0.627049451283413,0.877988633768333
"1988",19688.2044156523,15145.0577575793,25741.0212754301,6823.00045612171,5662.03390063565,8078.4611647089,4770.8454536072,3759.35049469127,5863.05445951058,0.872167344542201,0.74192937623104,1.04498655296318
"1989",10915.3906054032,8086.40807592218,14115.2068913773,5636.60542825711,4719.07426246902,6614.98064858363,3975.38598658135,3226.31405795852,4870.46473242841,0.800929782456277,0.666904784326583,0.959816212777558
"1990",9746.21425557348,7175.57164506091,12558.7753027327,6545.05013431787,5542.63548738512,7764.99039583853,3616.77281342433,2856.67123447784,4490.4298069327,0.646273542844899,0.520440672487527,0.7983027637641
"1991",11316.4231922211,8481.58086660796,14855.3751128537,5684.62578338992,4741.45275626654,6742.7225964666,3233.23761775932,2634.37578389164,3904.07201131333,0.63415683593741,0.517921051749635,0.781737284667492
"1992",8007.40275094794,6072.61072565556,10252.5766473112,4919.26393180336,4079.29463266257,5885.0184276943,3136.33534104034,2514.20316740136,3852.42581561602,0.753122269272136,0.614062470688549,0.913218809965752
"1993",9562.64771296301,7288.42589358252,12786.8913009015,4555.9543177248,3740.09626725111,5519.68593624803,3065.86235627472,2501.92240983589,3834.3657392499,0.797825634234231,0.641943561950993,0.963215394610532
"1994",11028.5120060838,8044.42662191243,14207.9936619617,3875.31145470868,3124.34895446379,4752.09961878743,2291.22630416608,1853.55718775491,2868.94690777842,0.623661331018721,0.494449141410328,0.809844090635572
"1995",21064.6668425602,16100.1155961727,27115.6787924422,4428.34755038059,3506.93513408138,5537.53639803394,1701.26583896017,1363.74079876285,2203.51660186085,0.424924587263122,0.322419631199729,0.606983617782925
"1996",16735.8904873223,12802.9438321159,21990.029633415,6512.01634137383,5058.36350906188,8067.95187676671,2011.50563661263,1515.48869488265,2648.03303010741,0.314892013811078,0.222481240817861,0.472027855071167
"1997",13192.3631362913,10142.1242732705,17355.7812476768,9579.57727780318,7492.2061291582,11875.2351876623,2024.76493934329,1549.63358220062,2681.66551154024,0.247375706310857,0.168393404780428,0.365611188146456
"1998",17051.8291035244,12985.347262272,21959.6397154764,10167.3073557714,7836.05929155397,12883.1171678531,1763.94229056599,1405.81792827879,2245.79819367774,0.191236410861349,0.131238019295207,0.271107465616662
"1999",18029.7466354544,13854.0199403741,23583.3923319843,12815.1949204513,10052.3856127983,15840.6743425559,1849.41769252754,1443.13820580041,2299.47271902903,0.15827848856074,0.115305171555018,0.216732751575474
"2000",13111.2719737308,10107.2664996731,17134.356290496,14492.8129035159,11660.0676519589,17774.610639353,2187.45897312255,1774.28969461646,2692.16192896708,0.181238943395916,0.136752979476671,0.236929167433124
"2001",10622.0165036613,8074.87268769468,14146.9756784597,15798.3492486976,12587.9507765759,19629.9861876203,3756.11102010764,3015.28809784606,4616.51634046195,0.279758985007884,0.217580779499286,0.359489861014473
"2002",8261.88251067161,6120.35841006602,10634.2494853439,14498.7022428954,11253.1107905622,18373.0526833085,5632.30484171316,4668.61110055195,6907.44099954273,0.42501204144352,0.328575092028984,0.545732669498153
"2003",7931.15370160411,6009.10518891785,10703.0225940951,12824.606768764,9835.23821812035,16512.9456147189,5212.02923889961,4274.03405079932,6429.45722317886,0.46547280786812,0.352909223419592,0.611376757078056
"2004",8113.03638498027,6008.841660658,11027.0613917931,8944.23816678385,6554.43299299392,12347.6416921854,3255.28336951986,2691.4761838678,3993.65218588008,0.366428722702657,0.255227851001426,0.499141239177992
"2005",6753.03313030155,5150.96112442424,9246.56114941284,8742.02935920257,6264.50331123689,12101.0106236246,1901.03058550817,1539.05075085394,2413.15126337589,0.244673273341197,0.169655476082456,0.363901020660851
"2006",10083.6958249763,7706.15747093534,13630.0643081387,9409.89211928709,6704.93670548863,13130.9039851825,1487.49238882926,1192.59918296952,1838.90905732848,0.177863787134614,0.119522671229024,0.262154513444616
"2007",16105.3821192044,12296.9429098404,21674.9994731868,9683.44057049463,6890.22510764444,13399.3500229633,1321.63894766741,1042.85989546037,1628.17164236325,0.150620380201179,0.0980989680076105,0.213892305064556
"2008",23526.574359424,17522.0112280513,31077.4310595468,8869.38485190273,6356.49372447656,12076.8090132444,1187.35485566169,912.630529095977,1491.78115699942,0.145118415905356,0.0953304298942082,0.206944668618293
