"","year","fleet","age","logObs","pred","predSd"
"1",2014,"NEFSC_Spring",1,8.75184686237659,12.187825686562,2.59089525192095
"2",2014,"NEFSC_Spring",2,7.85658318800447,8.97472748889539,1.4338135687172
"3",2014,"NEFSC_Spring",3,6.75831958815024,6.49760990859608,1.23918218687639
"4",2014,"NEFSC_Spring",4,8.12075984946528,7.11828848568049,1.20558265181037
"5",2014,"NEFSC_Spring",5,5.60284944010803,4.43633378254622,1.19112033515368
"6",2014,"NEFSC_Spring",6,5.11318497830004,3.07857084796663,1.17315746479442
"7",2014,"NEFSC_Spring",7,1.59938760029777,2.19186621162501,1.16804767452162
"8",2014,"NEFSC_Spring",8,4.70591280464579,3.77904508090344,1.19630534424942
"9",2014,"NEFSC_Spring",9,5.07579130867675,5.10666798765704,1.26360662111882
"10",2015,"NEFSC_Spring",1,7.91073834689967,13.4525602649687,5.02936374485151
"11",2015,"NEFSC_Spring",2,11.0831030977809,12.2914541540856,2.54330967112668
"12",2015,"NEFSC_Spring",3,9.53143886731653,9.07826241455933,1.40883867092612
"13",2015,"NEFSC_Spring",4,8.32470102108335,6.46728380733258,1.24361214403487
"14",2015,"NEFSC_Spring",5,9.75748558243471,6.9961721354943,1.22427153352862
"15",2015,"NEFSC_Spring",6,7.64204526201636,4.19311795755145,1.20208059038396
"16",2015,"NEFSC_Spring",7,5.5154438173668,2.70271224150748,1.18296010785354
"17",2015,"NEFSC_Spring",8,1.59938760029777,1.77939711416795,1.19730624124183
"18",2015,"NEFSC_Spring",9,7.84569112800509,5.09606773941698,1.25145969843586
"19",2016,"NEFSC_Spring",1,7.98381656565156,18.8671106163061,NA
"20",2016,"NEFSC_Spring",2,7.77313300194432,13.5187873108354,5.06010488010262
"21",2016,"NEFSC_Spring",3,10.8254039879545,12.417245717361,2.52209861514251
"22",2016,"NEFSC_Spring",4,8.54671458354425,9.06105939790501,1.41079740897201
"23",2016,"NEFSC_Spring",5,7.53796401100585,6.37558805421076,1.25570277306758
"24",2016,"NEFSC_Spring",6,8.41221187243693,6.77046056955557,1.24000859760409
"25",2016,"NEFSC_Spring",7,4.89858703541214,3.87891263966438,1.21478967937105
"26",2016,"NEFSC_Spring",8,3.50855745111528,2.32944529053516,1.20974258128678
"27",2016,"NEFSC_Spring",9,5.27607323890535,4.90648560659261,1.2509695985731
"28",2014,"NEFSC_Fall",1,10.1818787394987,13.0709857318167,2.53884377138409
"29",2014,"NEFSC_Fall",2,9.34400374817999,10.1066369175304,1.47361108608295
"30",2014,"NEFSC_Fall",3,8.60598967446994,7.74842208927773,1.28639201714388
"31",2014,"NEFSC_Fall",4,9.65231567372456,8.38945773132686,1.26116858786451
"32",2014,"NEFSC_Fall",5,6.73244719539303,5.62193662681294,1.25417870077642
"33",2014,"NEFSC_Fall",6,6.15017461560193,4.04752526471559,1.23890822859286
"34",2014,"NEFSC_Fall",7,5.53654505860462,2.86274903471892,1.23053870816781
"35",2014,"NEFSC_Fall",8,6.63633837612759,4.07868490490284,1.26428447227707
"36",2014,"NEFSC_Fall",9,6.8016147759777,4.98884888034419,1.33055414955002
"37",2015,"NEFSC_Fall",1,7.40117037367032,14.2983054883994,4.96875344934247
"38",2015,"NEFSC_Fall",2,11.1028829462674,13.3950510174284,2.53470312650918
"39",2015,"NEFSC_Fall",3,8.26088054501417,10.2994909116378,1.46336910890087
"40",2015,"NEFSC_Fall",4,6.87005369165686,7.76157345239108,1.29332101845259
"41",2015,"NEFSC_Fall",5,8.00433220294211,8.17900103593515,1.28054529244447
"42",2015,"NEFSC_Fall",6,4.01638301618698,5.16175978709402,1.26887246609958
"43",2015,"NEFSC_Fall",7,1.87178180995573,3.38407572747289,1.24742984358451
"44",2015,"NEFSC_Fall",8,1.87178180995573,2.05859122783944,1.25918282181518
"45",2015,"NEFSC_Fall",9,4.4704950976752,4.99823323811543,1.32050204505345
"46",2016,"NEFSC_Fall",1,7.71797512264406,19.7464022938677,NA
"47",2016,"NEFSC_Fall",2,8.11889334537213,14.5983154358567,5.12411837137841
"48",2016,"NEFSC_Fall",3,11.2414143466267,13.6436746975615,2.55792332846582
"49",2016,"NEFSC_Fall",4,8.87784329958713,10.3685211892365,1.47725914132335
"50",2016,"NEFSC_Fall",5,7.45720647188911,7.55307319226769,1.30889899152017
"51",2016,"NEFSC_Fall",6,8.28142137094311,7.74399686397621,1.30045821367028
"52",2016,"NEFSC_Fall",7,4.33729175786674,4.50909703369372,1.28372983099778
"53",2016,"NEFSC_Fall",8,3.49042948669024,2.64113127359362,1.27308862912537
"54",2016,"NEFSC_Fall",9,3.88568000791969,4.81127726960189,1.32087044445084
