Year,	R(age 1),	Low,	High,	SSB,	Low,	High,	Fbar(4-5),	Low,	High,	Catch,	Low,	High
1973,	28494,	13799,	58837,	21867,	14480,	33023,	1.072,	0.657,	1.75,	19616,	10731,	35856
1974,	24452,	12247,	48821,	9119,	6374,	13048,	1.527,	1.059,	2.203,	12447,	7661,	20224
1975,	42256,	20968,	85158,	3214,	2275,	4539,	1.537,	1.075,	2.198,	4217,	2706,	6571
1976,	14905,	7248,	30648,	4181,	2670,	6549,	1.109,	0.751,	1.636,	3425,	2043,	5743
1977,	74294,	37073,	148886,	3795,	2476,	5816,	1.308,	0.906,	1.887,	3884,	2320,	6500
1978,	90356,	44658,	182819,	6331,	3942,	10166,	1.36,	0.937,	1.973,	6442,	3780,	10977
1979,	41390,	20985,	81636,	7409,	4735,	11592,	1.212,	0.824,	1.784,	6513,	3824,	11095
1980,	51242,	26028,	100882,	7393,	4947,	11050,	1.223,	0.816,	1.833,	7161,	4312,	11890
1981,	54678,	27214,	109859,	9053,	5927,	13828,	0.996,	0.635,	1.561,	6731,	3978,	11388
1982,	34973,	17695,	69123,	15325,	9745,	24100,	1.061,	0.683,	1.651,	12320,	7173,	21160
1983,	21159,	10578,	42325,	15624,	9655,	25282,	1.495,	1.041,	2.147,	17952,	10127,	31825
1984,	16541,	8376,	32667,	5510,	3672,	8267,	1.761,	1.244,	2.492,	8449,	5000,	14277
1985,	23910,	11992,	47670,	2358,	1627,	3417,	2.029,	1.442,	2.857,	4036,	2536,	6425
1986,	7662,	3769,	15575,	2673,	1710,	4178,	1.677,	1.192,	2.358,	3347,	1994,	5618
1987,	20829,	9735,	44566,	1513,	973,	2352,	1.607,	1.141,	2.263,	1969,	1168,	3318
1988,	58632,	28442,	120866,	1519,	993,	2323,	1.45,	0.981,	2.143,	1808,	1110,	2946
1989,	7279,	3572,	14836,	6772,	3840,	11941,	1.133,	0.739,	1.738,	4819,	2527,	9188
1990,	5521,	2766,	11021,	8187,	4531,	14793,	1.356,	0.916,	2.007,	8728,	4413,	17264
1991,	6785,	3355,	13719,	3217,	2072,	4995,	1.879,	1.27,	2.781,	5488,	3052,	9867
1992,	3490,	1750,	6957,	1282,	853,	1927,	1.971,	1.301,	2.984,	2476,	1384,	4429
1993,	2850,	1439,	5644,	703,	482,	1026,	1.05,	0.673,	1.639,	654,	394,	1085
1994,	7125,	3274,	15506,	523,	360,	758,	0.942,	0.612,	1.452,	404,	251,	650
1995,	2118,	1043,	4301,	801,	532,	1206,	0.528,	0.305,	0.914,	342,	201,	583
1996,	3318,	1539,	7155,	1357,	857,	2148,	0.54,	0.307,	0.952,	621,	350,	1100
1997,	6818,	3425,	13572,	1462,	934,	2288,	0.703,	0.41,	1.206,	859,	496,	1489
1998,	5192,	2611,	10323,	1518,	982,	2347,	0.782,	0.461,	1.325,	938,	544,	1616
1999,	6859,	3463,	13585,	1767,	1129,	2765,	1.042,	0.634,	1.715,	1466,	831,	2589
2000,	2515,	1263,	5005,	1808,	1182,	2768,	1.003,	0.625,	1.609,	1467,	861,	2500
2001,	4722,	2033,	10967,	1331,	860,	2059,	1.21,	0.693,	2.112,	1317,	718,	2418
2002,	2286,	1144,	4568,	1304,	854,	1990,	0.695,	0.397,	1.22,	738,	426,	1278
2003,	2451,	1229,	4891,	940,	617,	1432,	0.67,	0.4,	1.121,	539,	315,	922
2004,	3675,	1844,	7326,	635,	435,	926,	0.911,	0.565,	1.468,	507,	305,	843
2005,	9973,	4978,	19981,	635,	437,	923,	0.66,	0.399,	1.091,	352,	219,	566
2006,	7623,	3820,	15212,	1060,	679,	1653,	0.583,	0.337,	1.011,	484,	281,	832
2007,	3297,	1502,	7233,	1565,	994,	2463,	0.442,	0.248,	0.786,	549,	312,	968
2008,	7500,	3433,	16384,	1799,	1141,	2836,	0.323,	0.18,	0.579,	511,	291,	897
2009,	6999,	3485,	14057,	1889,	1260,	2831,	0.243,	0.133,	0.442,	410,	240,	702
2010,	5049,	2510,	10158,	2719,	1773,	4168,	0.175,	0.091,	0.339,	409,	234,	716
2011,	8139,	4039,	16400,	2308,	1556,	3421,	0.23,	0.125,	0.425,	472,	276,	807
2012,	3792,	1884,	7633,	2273,	1560,	3313,	0.352,	0.198,	0.626,	678,	411,	1120
2013,	4232,	2028,	8834,	1792,	1174,	2738,	0.524,	0.291,	0.942,	796,	452,	1401
2014,	800,	391,	1636,	1144,	767,	1706,	0.659,	0.36,	1.207,	688,	390,	1214
2015,	517,	232,	1148,	621,	395,	977,	0.541,	0.296,	0.991,	296,	173,	506
2016,	2479,	892,	6893,	348,	209,	582,	0.475,	0.238,	0.949,	150,	85,	266
