Year,	R(age 1),	Low,	High,	SSB,	Low,	High,	Fbar(4-6),	Low,	High,	Catch,	Low,	High
1982,	22840,	13090,	39852,	14974,	10971,	20438,	0.53,	0.353,	0.795,	7246,	4623,	11359
1983,	15635,	9530,	25653,	13725,	10197,	18475,	0.659,	0.479,	0.906,	8395,	5748,	12259
1984,	17284,	10618,	28135,	9611,	7139,	12938,	0.832,	0.6,	1.154,	7289,	4971,	10686
1985,	21769,	13114,	36136,	8063,	6084,	10684,	0.832,	0.6,	1.153,	6108,	4315,	8646
1986,	22051,	13555,	35871,	8001,	6024,	10628,	0.754,	0.55,	1.032,	4916,	3415,	7077
1987,	19176,	11841,	31054,	8314,	6233,	11088,	0.818,	0.61,	1.096,	5521,	3833,	7952
1988,	18540,	11512,	29861,	7256,	5428,	9700,	0.889,	0.657,	1.203,	5403,	3715,	7858
1989,	10015,	6209,	16156,	5876,	4406,	7836,	0.817,	0.604,	1.105,	4520,	3177,	6429
1990,	9199,	5667,	14933,	6696,	4850,	9245,	0.752,	0.548,	1.032,	4422,	3012,	6493
1991,	8120,	5006,	13171,	4774,	3562,	6399,	0.746,	0.541,	1.029,	3253,	2272,	4658
1992,	9784,	6021,	15899,	3735,	2807,	4969,	0.788,	0.577,	1.076,	2582,	1810,	3684
1993,	16030,	9546,	26918,	3603,	2701,	4807,	0.76,	0.549,	1.051,	2513,	1755,	3598
1994,	14275,	8733,	23336,	3403,	2509,	4615,	0.624,	0.441,	0.881,	2296,	1604,	3286
1995,	27843,	16038,	48338,	4768,	3456,	6578,	0.561,	0.389,	0.808,	2528,	1711,	3735
1996,	12875,	7902,	20979,	6842,	5046,	9278,	0.474,	0.317,	0.709,	3350,	2280,	4921
1997,	6250,	3398,	11497,	9070,	6528,	12604,	0.328,	0.21,	0.512,	2638,	1730,	4023
1998,	8097,	4344,	15091,	8524,	6185,	11747,	0.23,	0.136,	0.391,	1785,	1130,	2822
1999,	16314,	9798,	27162,	9781,	7208,	13274,	0.253,	0.164,	0.391,	2331,	1611,	3374
2000,	8923,	5457,	14592,	11365,	8482,	15229,	0.3,	0.204,	0.442,	2914,	2049,	4144
2001,	7786,	4731,	12812,	12693,	9293,	17336,	0.312,	0.212,	0.457,	3431,	2395,	4914
2002,	4126,	2452,	6942,	12638,	8884,	17978,	0.295,	0.195,	0.445,	3592,	2490,	5183
2003,	4024,	2365,	6847,	11707,	8215,	16682,	0.323,	0.209,	0.5,	3484,	2414,	5027
2004,	6604,	3939,	11070,	7835,	5449,	11265,	0.293,	0.19,	0.452,	2286,	1612,	3243
2005,	5759,	3461,	9584,	6851,	4828,	9720,	0.271,	0.174,	0.422,	1698,	1195,	2411
2006,	8413,	5107,	13858,	6592,	4716,	9213,	0.211,	0.134,	0.335,	1268,	880,	1828
2007,	16405,	9761,	27572,	6344,	4544,	8857,	0.197,	0.125,	0.312,	1195,	831,	1718
2008,	22500,	13322,	38003,	6318,	4540,	8792,	0.207,	0.13,	0.329,	1324,	925,	1895
2009,	10204,	6241,	16684,	7811,	5604,	10887,	0.223,	0.14,	0.355,	1902,	1300,	2781
2010,	5445,	3203,	9259,	9530,	6882,	13197,	0.224,	0.14,	0.357,	2227,	1500,	3305
2011,	7575,	4638,	12373,	8858,	6356,	12345,	0.227,	0.145,	0.356,	2155,	1471,	3157
2012,	6101,	3724,	9994,	8339,	5900,	11787,	0.22,	0.139,	0.348,	1785,	1240,	2571
2013,	5390,	3175,	9150,	8391,	5884,	11965,	0.222,	0.137,	0.361,	1715,	1190,	2471
2014,	3245,	1852,	5687,	6993,	4894,	9994,	0.21,	0.126,	0.349,	1260,	864,	1836
2015,	2555,	1296,	5035,	6507,	4492,	9427,	0.194,	0.116,	0.326,	1194,	811,	1759
2016,	2639,	1220,	5708,	5313,	3503,	8059,	0.159,	0.087,	0.292,	751,	486,	1161
