"Year","Index","Age","logObs","Pred"
2014,1,"1",2.26176295118211,4.93984503881953
2014,1,"2",3.54095925896485,4.61795780984727
2014,1,"3",4.96703134602912,5.8040159960312
2014,1,"4",6.00141493662451,5.3951381444991
2014,1,"5",5.32739078727317,4.69160956796661
2014,1,"6",4.01277286724438,3.97672148935229
2014,1,"7",4.00369019849777,3.08080409330426
2014,2,"1",6.4227103154304,5.52772996065657
2014,2,"2",6.30750239903117,4.94374544032955
2014,2,"3",6.27150573100086,5.69464145697762
2014,2,"4",5.64292108444409,4.7999694408467
2014,2,"5",3.24254224983045,3.81220537372836
2014,3,"1",5.31197263523911,6.02890629758188
2014,3,"2",3.89206594548786,4.71830842031898
2014,3,"3",4.72141957572165,5.023948858252
2014,3,"4",3.24673639999626,3.95269057241172
2014,3,"5",2.37979118132588,2.87360518220214
2014,3,"6",1.90235301253139,1.99258995121838
2015,1,"1",3.89995038882545,3.79413212634224
2015,1,"2",7.18500837978572,5.70415566148998
2015,1,"3",7.48818148757512,5.18989387922661
2015,1,"4",7.93465678862511,5.93441681687397
2015,1,"5",6.03715470718798,4.97421144372827
2015,1,"6",4.80811079279292,3.94844980867893
2015,1,"7",3.73528580859874,3.1052277688932
2015,2,"1",1.85629804692812,4.39043079817929
2015,2,"2",5.27964415502668,6.07246359197226
2015,2,"3",4.55492881087625,5.24035589017303
2015,2,"4",5.31811994193245,5.65864576322157
2015,2,"5",4.48074040851587,4.48467469949002
2015,3,"1",4.25703019152469,4.88459567677126
2015,3,"2",4.06560208066348,5.81159298862837
2015,3,"3",4.03246897836215,4.4364661664474
2015,3,"4",4.02356452434709,4.54520218645326
2015,3,"5",1.52605619914722,3.22118496629714
2016,1,"1",4.56327273787488,3.05466777765936
2016,1,"2",5.33606118339591,4.57027074847336
2016,1,"3",7.58940320602932,6.33689295623562
2016,1,"4",5.76233248817201,5.55409607691236
2016,1,"5",5.86530121349001,5.9853199808895
2016,1,"6",2.07940797221639,4.80828381232372
2016,1,"7",2.2406763803808,3.67846456303945
2016,2,"2",4.55075536714655,4.93699357895564
2016,2,"3",7.38260102758776,6.38139651718204
2016,2,"4",5.76114878387981,5.26641837325996
2016,2,"5",5.88141186670631,5.48124958665125
2016,3,"2",2.59525461591209,4.67744389227841
2016,3,"3",3.92986283947003,5.58247216845641
2016,3,"4",1.87180214397851,4.16289700482497
2016,3,"5",2.11625582203142,4.22987122845837
