"Year","Frep","Low","High","SSB","Low","High","R","Low","High","PredCatch"
1982,1.0586,0.853306947131354,1.31328353034901,20080,17174.5199030088,23477.0114260581,10147,8788.75121980739,11715.1579814836,15966.45
1983,1.4857,1.23662554980157,1.78494168291621,14328,12708.1898497373,16154.2742457726,10315,8962.9272321684,11871.0352370292,15694.47
1984,1.3234,1.09883457242481,1.59385917038921,11806,10549.6684407207,13211.9446960059,8637.3,7508.02147843433,9936.43285441921,12586.54
1985,1.7813,1.49366104598314,2.12433048216203,10169,9088.1636751241,11378.3779316219,6451,5502.78444585448,7562.60787779012,14926.18
1986,1.5375,1.28547672127135,1.83893353406048,8397.6,7475.96861034029,9432.84936515941,12406,10965.5395689968,14035.6828801339,10832.39
1987,1.4915,1.23388366182973,1.80290275235606,7789.7,6917.86038202304,8771.41525545722,13131,11535.3368265071,14947.3884979057,9606.891
1988,1.2247,1.00337713606968,1.49484180581911,8805.2,7879.22568436473,9839.99572367256,24954,22449.7674825498,27737.5752993445,9173.364
1989,1.0744,0.882129841497736,1.30857761034373,12950,11673.4357662087,14366.1646287078,4293.2,3546.03411382504,5197.79721467999,12466.75
1990,1.1528,0.967912601000604,1.37300396608761,17473,15864.8920304369,19244.1101026259,3748.3,3107.52497269341,4521.20353447153,16042.3
1991,1.1688,1.00185611995115,1.36356250443089,15237,13766.6754055267,16864.3599243137,6578.3,5725.99672812484,7557.46692579258,16400.69
1992,1.2422,1.05168193078203,1.46723148400256,10207,9141.82295952702,11396.2881868575,6835.2,5993.34307481761,7795.30863772916,10560.89
1993,1.3946,1.1547573856236,1.68425782265051,7498.5,6668.1962993401,8432.19061435914,8786,7856.74636976112,9825.16074301468,8920.465
1994,1.39,1.15684089880653,1.6701518782689,6915.4,6192.22305919945,7723.03528196587,3135.5,2694.94593988778,3648.07327096491,8534.025
1995,0.89058,0.736883719823282,1.07633363998082,7822.1,7043.69972401849,8686.52140314313,3227.2,2804.91167098457,3713.06517340143,6582.914
1996,0.90191,0.757238069957,1.07422180734547,8429.7,7621.68121286782,9323.38156180403,2391.7,2050.95589125839,2789.05505202761,6739.772
1997,0.84586,0.702884577036119,1.01791839368135,7379.3,6664.97127977104,8170.18801795507,4342.2,3843.28678609253,4905.87923550966,5531.233
1998,0.73165,0.599150039597076,0.893451868683833,6491.4,5814.86794885063,7246.64331686656,3890.4,3390.24217019679,4464.34543616142,4246.101
1999,0.44131,0.353817312000851,0.550438063639835,7143.4,6391.16333800708,7984.17453306894,8259.2,7427.09957780942,9184.52538913172,2932.611
2000,0.5328,0.435319825662567,0.652108687142687,9649,8708.69148727494,10690.8369800494,5407.8,4750.15226879659,6156.49755737384,5276.924
2001,0.58519,0.482896339416431,0.709152892966303,13414,12247.8603335292,14691.1698125278,1226.8,967.348190503292,1555.83920534028,7374.418
2002,0.48991,0.399618984363048,0.600601616768918,14224,12945.678382989,15628.5495448316,5838.2,5167.63936475613,6595.77358908994,6811.386
2003,0.67421,0.550050340414224,0.826395496378908,12018,10852.8921633029,13308.1875159851,2373.1,1991.8977995689,2827.25529955343,8069.098
2004,0.63436,0.513797065301496,0.783213133698739,10278,9161.0174025926,11531.173815924,6876.1,6131.28761628035,7711.3901955041,6569.294
2005,0.65363,0.529292045043543,0.807176644540073,8920.8,7880.33809488553,10098.6368454989,4414.9,3817.82186909539,5105.35658244798,5839.266
2006,0.4862,0.388696291611044,0.608162323906472,8881.1,7878.85885690564,10010.8326145313,6952.2,6145.91209491458,7864.26556279467,4555.062
2007,0.51,0.406605847887122,0.639685831749785,11435,10198.1386608155,12821.8716521691,5114.9,4470.55683380097,5852.11260758233,6329.53
2008,0.76648,0.615071237501975,0.955160239301733,12687,11356.4241541455,14173.4728128523,4223.3,3680.29549221358,4846.42141581736,9600.425
2009,0.90464,0.741257150003713,1.10403458448381,12190,10917.5588785848,13610.7440914725,2804.9,2426.1990456515,3242.71169098881,10494.36
2010,0.88566,0.73047743432357,1.07380953708222,10014,8938.03695521582,11219.487735669,1593.6,1361.79908241782,1864.85730001456,8412.751
2011,1.3216,1.112777371642,1.56961006263337,6747.3,6014.74776346082,7569.07173507219,1393.3,1204.50460596966,1611.68739445144,8037.091
2012,1.4706,1.23628254216987,1.74932856060896,3478.1,3087.0603539471,3918.67285475407,1881.8,1651.25221797778,2144.53685599692,4229.853
2013,1.0238,0.830078453685081,1.26273177595049,2116.1,1866.6632900926,2398.86820176223,922.72,764.599939538285,1113.53945295122,1869.679
2014,0.93464,0.731574044449863,1.19407179112936,1929.9,1687.30173239591,2207.37876248803,2671.5,2265.20709055472,3150.66656808507,1626.265
2015,0.12476,0.0945577652148612,0.164608983351414,2405.4,2044.38091360557,2830.17177547193,845.97,631.506061073693,1133.26741422437,334.6452
2016,0.15495,0.11845515437523,0.202688541723944,3495.4,2978.27564174817,4102.31376462807,403.91,248.671016926401,656.060726804706,602.7802
