Year,2,3,4,5,6,7,8,9,10,11,12,13,14
1959,0.089,0.296,0.686,1.250,1.814,2.468,3.186,4.252,5.482,6.764,8.576,10.011,15.049
1960,0.089,0.296,0.686,1.250,1.814,2.468,3.186,4.252,5.482,6.764,8.576,10.011,15.049
1961,0.089,0.296,0.686,1.250,1.814,2.468,3.186,4.252,5.482,6.764,8.576,10.011,15.049
1962,0.089,0.296,0.686,1.250,1.814,2.468,3.186,4.252,5.482,6.764,8.576,10.011,15.049
1963,0.089,0.296,0.686,1.250,1.814,2.468,3.186,4.252,5.482,6.764,8.576,10.011,15.049
1964,0.089,0.296,0.686,1.250,1.814,2.468,3.186,4.252,5.482,6.764,8.576,10.011,15.049
1965,0.089,0.296,0.686,1.250,1.814,2.468,3.186,4.252,5.482,6.764,8.576,10.011,15.049
1966,0.089,0.296,0.686,1.250,1.814,2.468,3.186,4.252,5.482,6.764,8.576,10.011,15.049
1967,0.089,0.296,0.686,1.250,1.814,2.468,3.186,4.252,5.482,6.764,8.576,10.011,15.049
1968,0.089,0.296,0.686,1.250,1.814,2.468,3.186,4.252,5.482,6.764,8.576,10.011,15.049
1969,0.089,0.296,0.686,1.250,1.814,2.468,3.186,4.252,5.482,6.764,8.576,10.011,15.049
1970,0.089,0.296,0.686,1.250,1.814,2.468,3.186,4.252,5.482,6.764,8.576,10.011,15.049
1971,0.089,0.296,0.686,1.250,1.814,2.468,3.186,4.252,5.482,6.764,8.576,10.011,15.049
1972,0.095,0.290,0.640,1.144,1.638,2.235,3.052,4.305,5.637,6.836,8.449,9.714,14.674
1973,0.089,0.287,0.623,1.096,1.593,2.159,2.755,3.824,5.174,6.441,7.998,9.210,13.975
1974,0.089,0.296,0.677,1.183,1.702,2.345,2.970,3.851,5.130,6.583,8.357,9.621,14.462
1975,0.088,0.309,0.736,1.370,1.938,2.642,3.391,4.358,5.406,6.815,8.896,10.435,15.496
1976,0.087,0.298,0.756,1.458,2.199,2.957,3.762,4.923,6.062,7.142,9.177,11.076,16.639
1977,0.085,0.268,0.650,1.336,2.101,3.029,3.813,4.967,6.225,7.294,8.784,10.475,16.491
1978,0.078,0.249,0.557,1.079,1.821,2.736,3.686,4.752,5.930,7.089,8.518,9.547,15.458
1979,0.082,0.261,0.604,1.076,1.744,2.808,3.920,5.364,6.588,7.799,9.520,10.602,16.204
1980,0.088,0.276,0.636,1.180,1.744,2.683,3.983,5.601,7.289,8.481,10.248,11.598,16.900
1981,0.083,0.276,0.624,1.137,1.717,2.376,3.340,4.966,6.669,8.256,9.835,11.069,16.036
1982,0.082,0.276,0.661,1.190,1.772,2.516,3.203,4.538,6.469,8.259,10.439,11.558,16.422
1983,0.076,0.251,0.609,1.159,1.696,2.377,3.120,4.015,5.465,7.436,9.728,11.473,15.961
1984,0.073,0.245,0.581,1.117,1.744,2.401,3.118,4.147,5.130,6.669,9.285,11.298,16.356
1985,0.069,0.233,0.564,1.051,1.665,2.445,3.133,4.138,5.294,6.264,8.338,10.801,16.611
1986,0.069,0.220,0.531,1.005,1.544,2.295,3.142,4.104,5.210,6.362,7.715,9.567,16.395
1987,0.069,0.222,0.504,0.941,1.471,2.116,2.921,4.067,5.067,6.093,7.624,8.608,15.322
1988,0.066,0.225,0.519,0.907,1.411,2.062,2.749,3.859,5.100,6.000,7.414,8.633,14.322
1989,0.066,0.225,0.549,0.982,1.423,2.071,2.812,3.828,5.111,6.377,7.711,8.831,14.189
1990,0.066,0.200,0.482,0.895,1.311,1.766,2.380,3.306,4.291,5.421,6.984,7.872,12.438
1991,0.070,0.206,0.443,0.805,1.249,1.709,2.143,2.974,3.946,4.843,6.313,7.577,11.560
1992,0.072,0.243,0.502,0.819,1.259,1.834,2.346,3.054,4.072,5.124,6.488,7.862,12.283
1993,0.072,0.242,0.576,0.918,1.248,1.807,2.472,3.310,4.155,5.250,6.802,8.000,12.891
1994,0.069,0.219,0.519,0.951,1.237,1.579,2.144,3.077,3.981,4.728,6.161,7.432,12.063
1995,0.072,0.223,0.499,0.910,1.382,1.693,2.027,2.884,3.983,4.841,5.911,7.139,11.886
1996,0.073,0.231,0.501,0.860,1.312,1.888,2.185,2.759,3.774,4.888,6.107,6.898,11.714
1997,0.078,0.249,0.551,0.927,1.333,1.930,2.630,3.206,3.870,4.963,6.596,7.591,12.115
1998,0.082,0.255,0.577,1.004,1.406,1.926,2.655,3.813,4.427,5.019,6.608,8.083,12.568
1999,0.089,0.272,0.595,1.065,1.536,2.048,2.675,3.872,5.278,5.770,6.717,8.125,13.177
2000,0.087,0.275,0.587,1.005,1.480,2.028,2.581,3.534,4.851,6.255,7.033,7.544,12.621
2001,0.080,0.271,0.596,1.000,1.413,1.978,2.588,3.441,4.446,5.764,7.620,7.886,11.979
2002,0.077,0.255,0.601,1.046,1.442,1.928,2.562,3.475,4.338,5.293,7.026,8.540,11.671
2003,0.079,0.244,0.565,1.050,1.500,1.956,2.474,3.408,4.345,5.141,6.440,7.874,11.714
2004,0.081,0.261,0.563,1.029,1.596,2.163,2.672,3.525,4.582,5.564,6.764,7.803,12.324
2005,0.083,0.268,0.601,1.026,1.565,2.299,2.961,3.850,4.830,6.020,7.503,8.397,13.026
2006,0.074,0.252,0.572,1.017,1.442,2.089,2.920,3.965,4.889,5.867,7.478,8.602,12.878
2007,0.068,0.227,0.541,0.968,1.437,1.934,2.665,3.937,5.059,5.962,7.307,8.603,12.865
2008,0.066,0.200,0.467,0.866,1.298,1.819,2.313,3.348,4.649,5.716,6.888,7.814,12.034
2009,0.070,0.221,0.468,0.844,1.328,1.872,2.472,3.297,4.473,5.929,7.401,8.210,12.294
2010,0.080,0.235,0.520,0.849,1.301,1.928,2.565,3.559,4.461,5.802,7.823,8.995,12.889
2011,0.080,0.244,0.504,0.854,1.160,1.666,2.332,3.267,4.273,5.159,6.848,8.537,12.422
2012,0.070,0.250,0.537,0.850,1.208,1.543,2.107,3.113,4.119,5.197,6.401,7.845,12.458
2013,0.067,0.208,0.515,0.846,1.112,1.491,1.822,2.635,3.686,4.716,6.082,6.928,11.624
2014,0.066,0.211,0.460,0.876,1.204,1.505,1.939,2.510,3.433,4.624,6.024,7.159,11.502
2015,0.065,0.209,0.469,0.776,1.249,1.634,1.956,2.667,3.268,4.294,5.896,7.079,11.468
2016,0.066,0.199,0.451,0.767,1.072,1.650,2.073,2.636,3.400,3.996,5.362,6.792,11.201
2017,0.067,0.204,0.430,0.735,1.060,1.423,2.103,2.807,3.366,4.155,4.992,6.180,10.885
2018,0.070,0.217,0.468,0.749,1.089,1.514,1.949,3.058,3.826,4.373,5.512,6.093,10.936
2019,0.064,0.209,0.459,0.748,1.009,1.418,1.893,2.591,3.821,4.583,5.371,6.245,10.230
2020,0.063,0.213,0.495,0.835,1.150,1.500,2.011,2.833,3.620,5.077,6.206,6.683,10.602
2021,0.062,0.210,0.503,0.909,1.278,1.701,2.103,2.981,3.920,4.764,6.815,7.659,11.024
