"Year","Frep","Low","High","SSB","Low","High","R","Low","High","PredCatch"
1965,0.10893,0.084589118907382,0.140275073830619,583160,426626.955092726,797126.345488615,9246800,7345090.08404776,11640879.7253145,129381.8
1966,0.14426,0.114446802828882,0.181839484245934,778370,630085.609656661,961551.648878535,8441400,6644857.75459184,10723665.8167376,230887.3
1967,0.20848,0.167272843937807,0.259838413557195,900140,755350.995656143,1072682.79814229,18627000,15731314.9242134,22055697.8657872,298311.8
1968,0.29152,0.238846091817906,0.355810345286247,816960,679952.33169688,981574.164080571,6317700,4992612.12097593,7994479.10690044,465447.6
1969,0.24475,0.199288385917691,0.30058230550746,708940,596719.250900074,842265.307918085,5868500,4689589.06472698,7343776.13361417,379281.1
1970,0.22848,0.185176180237762,0.281910504542065,690970,586945.652851284,813430.576716394,3126500,2352670.73212625,4154853.5103192,312989.6
1971,0.3104,0.250895761977889,0.384016689801603,588820,494567.478464303,701034.757636262,13717000,11846393.197236,15882985.2991796,339922.9
1972,0.25516,0.209365898656222,0.31097053540178,510560,427947.200033284,609120.736342534,2571500,1969850.16079914,3356911.29284542,269702.2
1973,0.26433,0.216835591473118,0.322227307912512,654600,571439.416912707,749862.797906113,1959600,1481642.63111008,2591739.78891453,264326.9
1974,0.31833,0.259429614841042,0.390603011772922,421920,362210.848506378,491471.989682455,2701500,2114841.59945296,3450897.81281386,227576.8
1975,0.51067,0.419561062240409,0.62156351570721,242230,201716.162570813,290880.870190072,1875600,1433483.30589455,2454074.87170192,238500.5
1976,0.55842,0.447390241853631,0.6970042419969,134340,106173.335923188,169978.982416606,1961100,1504931.17041721,2555540.93476168,147695.4
1977,0.62754,0.490136321251697,0.803463107150083,64577,46709.9375462348,89278.4094363695,6024400,5057906.37164767,7175576.74919495,102385.7
1978,0.58645,0.480510932086162,0.715745635602584,39964,28423.5276420067,56190.1153198042,4828600,3978470.28076748,5860387.6149861,116550.5
1979,0.59342,0.491577928963148,0.716361080618002,55501,43103.7718404165,71463.8387657686,972990,700910.948823188,1350684.47951841,119534.4
1980,0.73521,0.589487502836812,0.916955391757705,43668,32327.824898203,58986.1591370473,4032500,3339828.17430315,4868830.19165884,114781.8
1981,0.71041,0.57845614931645,0.872464349625071,35667,25201.9396764591,50477.6578839402,2485900,2026094.16356927,3050055.08683443,110094.5
1982,0.44602,0.352087581879255,0.565012373734392,57596,43870.2692292558,75616.1125582468,2506000,2062151.18315867,3045380.98432757,70239.5
1983,0.18914,0.146262118552286,0.244587867002702,86327,65907.0847918054,113073.593719724,1775900,1416427.1435276,2226602.91735544,41608.13
1984,0.2099,0.162706550362896,0.270782029990399,121090,95210.2434548062,154004.312644784,5315100,4586040.8016459,6160060.32913209,51533.1
1985,0.16309,0.129551490989914,0.205311014923562,163500,131249.219820902,203675.496406592,3140300,2648417.02152252,3723539.0083435,51773.88
1986,0.14243,0.113210788291062,0.179190563074647,194720,162007.800115512,234037.363466239,2778800,2329941.1911036,3314130.61818206,64332.11
1987,0.15518,0.123986421464589,0.194221529386407,219350,183068.4426019,262822.045220701,3668700,3094072.96225655,4350045.99251076,63175.2
1988,0.17228,0.137472911238414,0.215899977185516,228220,189760.790064964,274473.817178823,5654100,4850142.06330336,6591321.73712589,63991.28
1989,0.16431,0.131910491220228,0.204667391124535,258940,215867.913460226,310606.252338442,7298300,6295177.54641893,8461267.77159771,64638.86
1990,0.12093,0.0971462565883926,0.150536576637862,255460,213622.569146934,305491.184103834,8493600,7352903.01122374,9811259.69564415,70968.41
1991,0.11656,0.0941601764605057,0.144288531635224,312270,264242.820343614,369026.309866044,7219800,6198717.12344593,8409080.62135006,89458.53
1992,0.12672,0.10230889991125,0.156955635471887,438220,375778.7603687,511036.781886184,3700500,3053645.52303002,4484377.81881515,109713.9
1993,0.11251,0.0898664120258632,0.140859079767833,492080,421478.933971711,574507.304833062,3719900,3066470.74721088,4512567.42709387,92739.81
1994,0.10348,0.0823726003889104,0.129996022335621,422200,359500.683871492,495834.494889914,4763800,3974891.28697173,5709285.81477992,76236.11
1995,0.17275,0.137577713729319,0.216914220269095,384480,324006.733476551,456240.118265006,13947000,12293126.3720284,15823379.9208804,118589.5
1996,0.15457,0.122260531186724,0.195417807104983,378410,317878.263527867,450468.448238038,5761900,4876360.52303422,6808252.06692106,129688.6
1997,0.14497,0.115539430114388,0.18189721793844,695540,603533.656233963,801572.35077618,5634500,4782757.50575478,6637925.96881614,147317
1998,0.14019,0.111454528415589,0.176334119208845,569030,487211.113062066,664588.988672661,2957700,2407075.29184257,3634281.5364548,128079.4
1999,0.15667,0.124089096175209,0.197805364504732,478060,404911.628812345,564422.82053084,8729900,7613589.34479215,10009885.0303937,131602.6
2000,0.13541,0.107172228762869,0.171087867740161,520240,440110.020424352,614959.089863578,2487100,2007582.97952755,3081151.05232447,125208.8
2001,0.16257,0.129667689582194,0.203821051991885,596730,511895.190174524,695624.221002344,2791100,2282755.07565203,3412647.8539424,134854.7
2002,0.16206,0.127573486716055,0.205869136887789,428360,359618.890173438,510240.965127013,6116500,5248967.7064385,7127415.20663389,107893.3
2003,0.17263,0.135177912725701,0.220458478009432,375640,312600.714637469,451391.833072562,7691400,6642496.12220729,8905934.28609214,113874.9
2004,0.16341,0.128475228352793,0.207844176985419,373460,310641.128268405,448982.310801713,3549400,2936326.59114916,4290476.54234864,117007.3
2005,0.16228,0.126345276945903,0.208435163043536,408270,339900.724357985,490391.402415627,2832000,2299171.23473507,3488310.86559944,111606.1
2006,0.19532,0.151177509340425,0.252351706060279,384560,314596.747010432,470082.39915175,6597000,5573269.76497113,7808774.89073516,124718.6
2007,0.19686,0.15072307157513,0.257119624719714,379780,306292.916825908,470898.412848311,2443000,1913894.40549567,3118379.45858581,110147
2008,0.14823,0.112869525914181,0.194668425529723,412360,334759.384043956,507949.224741292,5681200,4627091.12899588,6975447.97372603,93193.09
2009,0.2025,0.150141760755821,0.273116884959738,353790,278687.259240297,449131.992762091,22797000,19183955.0165086,27090514.3674896,118584.6
2010,0.11633,0.0854402073337031,0.158387594345898,361690,285952.626860249,457487.163298327,3756500,2868419.56231498,4919535.63397517,84957.24
2011,0.081281,0.0608663625956277,0.108542726709195,559640,452518.396557258,692119.772329235,3668700,2730428.47210528,4929394.71863266,90292.14
2012,0.084806,0.0634872780734819,0.113283445979141,757440,609061.314556601,941966.498098252,13333000,10269210.7277479,17310861.9262881,89914.12
2013,0.096835,0.0715063017797635,0.131135536192053,701910,556636.937805061,885096.935971827,4992400,3199183.03563974,7790757.04088807,102887.9
2014,0.071972,0.052756459504408,0.0981864369341766,972070,763129.199712652,1238217.70318289,5923000,2722648.58665903,12885221.0938648,95525.74
