"","f.rho","ssb.rho","recr.rho","jan1b.rho","explb.rho","stockn.rho","Age.1","Age.2","Age.3","Age.4","Age.5","Age.6","Age.7","Age.8"
"peel.1",-0.0187368492280592,0.0586184576749011,0.689438180993789,0.0362681556556062,0.0130327892490483,0.086776663465218,0.689438180993789,-0.133225350685123,0.0226315970589247,0.0386383684877069,0.0688663884503321,0.0687882559946091,0.0845813403736523,0.0846628680211814
"peel.2",-0.0748208859754659,0.11147580516802,-0.57373929106074,-0.0721920005337054,0.0667544118066312,-0.254622343615148,-0.57373929106074,-0.190444018563907,-0.0981069358944271,0.109100599234007,0.118799509240466,0.159175282801683,0.175626180988154,0.167638169487905
"peel.3",-0.238983631461422,0.319260315638414,0.343989146368881,0.264380278511715,0.267456227766514,0.248478310835003,0.343989146368881,-0.0988052307041207,0.28556172864539,0.268421707627636,0.323315842538901,0.352741546376038,0.327622162441765,0.310975598126581
"peel.4",-0.15843612836856,0.324714972037978,-0.00589853645628631,0.100592418332913,0.157375507406078,0.01040495239025,-0.00589853645628631,-0.0677663939835686,0.159336765056409,0.323399001517525,0.409122505317464,0.381594382804509,0.376163930290328,0.378633096678477
"peel.5",-0.25511090908168,0.395003916317783,-0.845805173056214,-0.212899973344768,0.256310616077804,-0.586679319202747,-0.845805173056214,-0.109779571295504,0.260257197545096,0.359973675537106,0.345791436625392,0.342273090929708,0.364165167700222,0.367589809362147
"Mohn.rho",-0.149217680823038,0.241814693367419,-0.0784031346421141,0.0232297757243521,0.152185910461215,-0.099128347225485,-0.0784031346421141,-0.120004113046445,0.125936070482278,0.219906670480796,0.253179136434511,0.260914511781309,0.265631756358824,0.261899908335258
