"Year","Frep","Low","High","SSB","Low","High","R","Low","High","PredCatch"
1987,0.19759,0.157225794308934,0.248316812591746,210680,175446.91415801,252988.56131505,3685700,3106291.20856411,4373184.47560472,63638.76
1988,0.2162,0.171621029659272,0.27235846383628,221710,183820.377551302,267409.548140446,5683500,4866841.08424679,6637194.78216725,64458.97
1989,0.20988,0.166909076646431,0.263913834316583,254320,211214.814088962,306222.187487085,7404500,6375517.3175181,8599556.32139091,65733.23
1990,0.15108,0.1204132824413,0.189556882241185,253980,211516.531404607,304968.316053782,8711600,7524227.70934484,10086347.3955931,71914.25
1991,0.1452,0.116355136242202,0.181195610962236,315130,265678.671397811,373785.808162613,7499800,6423101.15164047,8756984.93797414,90638.96
1992,0.15339,0.123024552943268,0.191250376750811,450150,384814.811953086,526578.021962169,3940400,3247892.48567461,4780562.2348903,110928.2
1993,0.12995,0.103317301141335,0.163447963830366,513600,438806.802441319,601141.455721338,4075800,3361990.39675886,4941163.91766467,93431.89
1994,0.11522,0.0913420259332271,0.145339981945493,447330,380241.232009446,526255.734662223,5064800,4221664.47116395,6076323.50112548,76737.82
1995,0.17546,0.139812980770257,0.220195660162545,421280,355915.102940998,498649.36029259,14629000,12885156.8757974,16608850.2501648,120682.1
1996,0.1507,0.11989544874771,0.189419116715502,425150,359205.270626696,503201.197979767,6056600,5120995.26990116,7163139.51227453,131091.2
1997,0.15365,0.122445361594843,0.192806997280282,756790,657069.158340387,871645.087629123,5940000,5035345.28586771,7007185.80293343,147992.3
1998,0.14741,0.11719286435242,0.185418354778452,623250,534556.296131295,726659.783658395,3114500,2530599.49493039,3833127.39508266,128429.1
1999,0.16314,0.129152694323774,0.206071268891065,526370,446849.000833827,620042.511861931,9252300,8052755.97868517,10630528.9166328,131604.6
2000,0.13405,0.106448163047851,0.168808948745525,574590,487371.336790288,677417.080524911,2650000,2135370.337049,3288656.71596096,125408.9
2001,0.17081,0.135890474072135,0.214702732470507,652400,559334.803053198,760949.895620064,2976100,2428908.94610548,3646563.70680408,135376.5
2002,0.16387,0.128833326368553,0.208435019547509,475310,399590.117860652,565378.336455218,6557400,5613404.37937546,7660145.58259636,107745.5
2003,0.16547,0.129980231748743,0.21064988522968,422590,352764.216434697,506237.026830239,8338400,7189348.25007778,9671101.20993899,112729.4
2004,0.16066,0.126305906237452,0.204358104612106,422560,352499.02206991,506545.954514981,3800000,3138945.33133981,4600271.26176056,116746.8
2005,0.1545,0.121219634750429,0.196917356244678,466240,389816.277995253,557646.639893903,3055000,2478609.00391705,3765428.5065739,109824.1
2006,0.18095,0.141266083311166,0.231781767658111,448750,370470.266109737,543570.107837886,7225800,6106782.03851851,8549868.86885298,122566.2
2007,0.17114,0.132930369699214,0.220332642316974,448330,366354.234060301,548648.739970386,2561700,2002307.96661658,3277371.41309422,109586.9
2008,0.1412,0.108826729150595,0.183203521373968,475950,389818.268477266,581112.843646041,6005400,4890505.75449287,7374457.97438588,91648.26
2009,0.17731,0.134449077789225,0.233834523947323,416590,334067.075987169,519498.150445289,24423000,20598926.4813169,28956991.0131485,114855.4
2010,0.090597,0.0688767880137298,0.119166654626285,420230,338292.3063182,522013.801679235,3854700,2947033.39656439,5041921.85515172,83277.08
2011,0.082204,0.0624335895509028,0.108234968782158,625200,510876.911909575,765106.096767952,3616100,2694477.9272655,4852954.65874178,89391.11
2012,0.087174,0.0658325426564722,0.115433886788404,831840,674809.191882811,1025412.50759988,12365000,9555851.7196731,15999957.8776669,89234.26
2013,0.09133,0.0681694921290105,0.122359264232369,763660,611812.606920593,953194.800177908,3594900,2330087.33287716,5546275.38103581,102576.6
2014,0.079927,0.0589548009917648,0.108359713230011,982690,775687.174202077,1244934.38620197,5385200,2546319.57177787,11389135.6612994,95520.34
