"Year","Frep","Low","High","SSB","Low","High","R","Low","High","PredCatch"
1965,0.16756,0.129935734180745,0.216078769839749,432440,323869.594028668,577406.329732351,8874100,7067814.60205062,11142008.5619043,128842.1
1966,0.2064,0.163736142361265,0.260180552599107,607080,493009.348748216,747543.890061646,8178000,6450391.94123044,10368313.2140405,229648
1967,0.29417,0.235871931028023,0.366877010430372,731220,611177.523163117,874840.235669627,17673000,14945731.7861865,20897934.8397429,298452.4
1968,0.41571,0.339791491349895,0.508590734316083,637130,525706.948498436,772169.05361335,6084300,4820897.77313066,7678799.3091918,464335.3
1969,0.33807,0.275455785696501,0.414917133110891,556430,465710.146502092,664821.986863473,5705800,4572378.45252692,7120179.13171818,377552.7
1970,0.31048,0.251746464687591,0.382916322259486,563210,476223.710276207,666085.071480424,3066700,2313527.95864201,4065068.18077111,311357.6
1971,0.41996,0.339532369207088,0.519439139225134,475220,396822.982913659,569105.263868089,13262000,11464028.5207123,15341957.993408,340937.6
1972,0.36357,0.296134909339613,0.446361238513795,414090,344160.451786754,498228.448997519,2539800,1949598.09797382,3308673.74496516,274279.6
1973,0.35935,0.294585368134977,0.438353144684472,557870,485543.829200531,640969.811957934,1955500,1482492.3161904,2579426.69128065,267000.2
1974,0.42312,0.345002862313337,0.518924779926614,355980,303826.951652772,417085.316857682,2667900,2095658.68318569,3396397.73743123,228047.2
1975,0.69585,0.572220056812108,0.846190581290638,192420,158586.676870243,233471.418474167,1877300,1440443.36718954,2446646.19954911,239923.9
1976,0.7742,0.62235095624313,0.963099090613178,99212,77183.8520029441,127526.94622736,1972900,1516706.02406841,2566307.74074412,146717.9
1977,0.91023,0.709120989459538,1.16837417763006,43023,29941.7036857151,61819.4124298639,6018500,5058374.60062956,7160865.91243989,101443.9
1978,0.87557,0.712210266376092,1.07639957059419,26137,18014.6366830146,37921.5401909334,4729400,3903000.44704176,5730776.78660093,116468.9
1979,0.86368,0.713240845700668,1.04585028591177,42972,33084.5054599328,55814.4290908723,962530,694991.873930887,1333057.31426743,120006.8
1980,1.0265,0.827069811973872,1.27401851058407,32641,23766.718268383,44828.8597932914,3903200,3229673.88677431,4717185.31780811,113936.6
1981,1.0791,0.875979053152244,1.32932038250191,24271,16604.3472217753,35477.5429068038,2362300,1927174.57793321,2895669.83391029,109888.4
1982,0.67671,0.532562970015287,0.859872822338465,45496,34550.6170032665,59908.8003494788,2418600,1994343.24923104,2933108.91304967,70488.38
1983,0.27802,0.213503217915219,0.362032578032119,70891,53717.3120830223,93555.2001044437,1764000,1410162.68617126,2206621.99511787,41752.85
1984,0.293,0.226013531889065,0.379840088699369,104930,82004.4329448865,134264.752582337,5293400,4568200.27693054,6133724.85035336,51710.93
1985,0.22764,0.178944672827523,0.289586545277864,147330,117682.215345889,184446.977278612,3143200,2650505.36507384,3727480.18932033,52203.96
1986,0.18625,0.147359590745735,0.235404172368089,183250,152217.605218158,220608.92662102,2791200,2339630.7786749,3329926.03406101,64620.54
